"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","third2$VORP","Tm.y","Index","Image"
"371","Kris Humphries","PF","30","WAS","2.3","5.6","0.405","0.8","2.4","0.343","1.5","3.3","0.451","0.478","1","1.1","0.935","0.9","3.2","4.1","0.6","0.1","0.5","0.7","1.5","6.4","0.524","0.424","0.196","6.1","21.8","13.8","5","0.3","2.4","10.4","18","2016","Sharpshooters",-0.2,"PHO","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"372","Kris Humphries","PF","30","PHO","2.5","9","0.278","0.8","2.5","0.3","1.8","6.5","0.269","0.319","1.5","2","0.75","2.8","5.3","8","1.8","0.8","0.5","1","2","7.3","0.367","0.278","0.222","15.8","31.5","23.5","14.8","2","2.2","9.2","25","2016","Bruiser Big Men",0,"TOT","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"373","Kris Humphries","PF","30","PHO","2.5","9","0.278","0.8","2.5","0.3","1.8","6.5","0.269","0.319","1.5","2","0.75","2.8","5.3","8","1.8","0.8","0.5","1","2","7.3","0.367","0.278","0.222","15.8","31.5","23.5","14.8","2","2.2","9.2","25","2016","Bruiser Big Men",0,"ATL","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"374","Kris Humphries","PF","30","PHO","2.5","9","0.278","0.8","2.5","0.3","1.8","6.5","0.269","0.319","1.5","2","0.75","2.8","5.3","8","1.8","0.8","0.5","1","2","7.3","0.367","0.278","0.222","15.8","31.5","23.5","14.8","2","2.2","9.2","25","2016","Bruiser Big Men",0,"WAS","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"375","Kris Humphries","PF","30","PHO","2.5","9","0.278","0.8","2.5","0.3","1.8","6.5","0.269","0.319","1.5","2","0.75","2.8","5.3","8","1.8","0.8","0.5","1","2","7.3","0.367","0.278","0.222","15.8","31.5","23.5","14.8","2","2.2","9.2","25","2016","Bruiser Big Men",0,"PHO","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"376","Kris Humphries","PF","30","ATL","2.2","4.8","0.465","0.4","1.5","0.258","1.9","3.3","0.557","0.505","1.5","2.1","0.711","1","2.4","3.4","0.6","0.5","0.3","0.7","2.1","6.4","0.555","0.307","0.446","7.6","18.5","13.1","6.9","1.7","1.9","10.4","20.4","2016","Bruiser Big Men",0,"TOT","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"377","Kris Humphries","PF","30","ATL","2.2","4.8","0.465","0.4","1.5","0.258","1.9","3.3","0.557","0.505","1.5","2.1","0.711","1","2.4","3.4","0.6","0.5","0.3","0.7","2.1","6.4","0.555","0.307","0.446","7.6","18.5","13.1","6.9","1.7","1.9","10.4","20.4","2016","Bruiser Big Men",0,"ATL","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"378","Kris Humphries","PF","30","ATL","2.2","4.8","0.465","0.4","1.5","0.258","1.9","3.3","0.557","0.505","1.5","2.1","0.711","1","2.4","3.4","0.6","0.5","0.3","0.7","2.1","6.4","0.555","0.307","0.446","7.6","18.5","13.1","6.9","1.7","1.9","10.4","20.4","2016","Bruiser Big Men",0,"WAS","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"379","Kris Humphries","PF","30","ATL","2.2","4.8","0.465","0.4","1.5","0.258","1.9","3.3","0.557","0.505","1.5","2.1","0.711","1","2.4","3.4","0.6","0.5","0.3","0.7","2.1","6.4","0.555","0.307","0.446","7.6","18.5","13.1","6.9","1.7","1.9","10.4","20.4","2016","Bruiser Big Men",0,"PHO","humphkr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/humphkr01.jpg"
"380","Kristaps Porzingis","PF","20","NYK","5.2","12.3","0.421","1.1","3.4","0.333","4.1","8.9","0.454","0.467","2.8","3.3","0.838","1.8","5.5","7.3","1.3","0.7","1.9","1.7","2.8","14.3","0.518","0.274","0.271","7.1","20.7","14","7.9","1.3","5","10.9","24.6","2016","Big Men",1.1,"NYK","porzikr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/porzikr01.jpg"
"381","Kyle Anderson","SF","22","SAS","1.8","3.8","0.468","0.2","0.5","0.324","1.6","3.3","0.488","0.488","0.8","1.1","0.747","0.3","2.8","3.1","1.6","0.8","0.4","0.8","1.2","4.5","0.528","0.125","0.281","2.4","19.4","11.2","13.7","2.5","1.8","15.1","14.4","2016","Sharpshooters",1.2,"SAS","anderky01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anderky01.jpg"
"382","Kyle Korver","SG","34","ATL","3.4","7.7","0.435","2","5","0.398","1.4","2.7","0.502","0.563","0.6","0.7","0.833","0.2","3.1","3.3","2.1","0.8","0.4","1.2","2","9.2","0.578","0.644","0.088","0.7","10.9","5.9","9.9","1.2","1.1","13.3","13.7","2016","Wing Scorers",1.1,"ATL","korveky01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/korveky01.jpg"
"383","Kyle Lowry","PG","29","TOR","6.6","15.6","0.427","2.8","7.1","0.388","3.9","8.5","0.461","0.516","5.2","6.4","0.811","0.7","4","4.7","6.4","2.1","0.4","2.9","2.7","21.2","0.578","0.457","0.41","2.2","12.3","7.3","29.9","2.9","1","13.7","26.1","2016","Ball Handlers",6.3,"TOR","lowryky01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lowryky01.jpg"
"384","Kyle Singler","SF","27","OKC","1.3","3.3","0.389","0.4","1.4","0.309","0.8","1.8","0.452","0.457","0.4","0.6","0.659","0.7","1.3","2.1","0.4","0.4","0.1","0.5","1.8","3.4","0.481","0.439","0.199","5.9","9.6","7.9","3.2","1.5","0.7","11.7","11.9","2016","Sharpshooters",-0.1,"OKC","singlky01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/singlky01.jpg"
"385","Kyrie Irving","PG","23","CLE","7.4","16.6","0.448","1.6","4.9","0.321","5.8","11.6","0.502","0.496","3.2","3.6","0.885","0.8","2.1","3","4.7","1.1","0.3","2.3","2","19.6","0.54","0.298","0.217","3","7.6","5.3","26.6","1.7","0.9","11.4","29.5","2016","Ball Handlers",1.5,"CLE","irvinky01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/irvinky01.jpg"
"386","LaMarcus Aldridge","PF","30","SAS","7.2","14.1","0.513","0","0.2","0","7.2","13.9","0.521","0.513","3.5","4.1","0.858","2.4","6.2","8.5","1.5","0.5","1.1","1.3","2","18","0.565","0.015","0.289","9.2","22.2","15.9","8.1","0.9","2.8","7.8","25.9","2016","Big Men",2.2,"SAS","aldrila01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/aldrila01.jpg"
"387","Lance Stephenson","SF","25","TOT","3.3","6.9","0.481","0.4","1.1","0.385","2.9","5.7","0.5","0.513","1.3","1.6","0.784","0.6","2.7","3.2","1.9","0.6","0.1","1.4","2","8.3","0.548","0.165","0.234","3.2","15.1","9.1","16.2","1.6","0.6","15.2","20.2","2016","Sharpshooters",0.2,"MEM","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"388","Lance Stephenson","SF","25","TOT","3.3","6.9","0.481","0.4","1.1","0.385","2.9","5.7","0.5","0.513","1.3","1.6","0.784","0.6","2.7","3.2","1.9","0.6","0.1","1.4","2","8.3","0.548","0.165","0.234","3.2","15.1","9.1","16.2","1.6","0.6","15.2","20.2","2016","Sharpshooters",0.2,"LAC","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"389","Lance Stephenson","SF","25","TOT","3.3","6.9","0.481","0.4","1.1","0.385","2.9","5.7","0.5","0.513","1.3","1.6","0.784","0.6","2.7","3.2","1.9","0.6","0.1","1.4","2","8.3","0.548","0.165","0.234","3.2","15.1","9.1","16.2","1.6","0.6","15.2","20.2","2016","Sharpshooters",0.2,"TOT","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"390","Lance Stephenson","SF","25","LAC","1.9","3.9","0.494","0.4","1.1","0.404","1.5","2.8","0.529","0.551","0.5","0.7","0.7","0.4","2.1","2.5","1.4","0.6","0.1","1.1","1.8","4.7","0.569","0.283","0.181","3.1","14","8.7","13.1","1.8","0.3","21.1","15.1","2016","Sharpshooters",0.1,"MEM","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"391","Lance Stephenson","SF","25","LAC","1.9","3.9","0.494","0.4","1.1","0.404","1.5","2.8","0.529","0.551","0.5","0.7","0.7","0.4","2.1","2.5","1.4","0.6","0.1","1.1","1.8","4.7","0.569","0.283","0.181","3.1","14","8.7","13.1","1.8","0.3","21.1","15.1","2016","Sharpshooters",0.1,"LAC","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"392","Lance Stephenson","SF","25","LAC","1.9","3.9","0.494","0.4","1.1","0.404","1.5","2.8","0.529","0.551","0.5","0.7","0.7","0.4","2.1","2.5","1.4","0.6","0.1","1.1","1.8","4.7","0.569","0.283","0.181","3.1","14","8.7","13.1","1.8","0.3","21.1","15.1","2016","Sharpshooters",0.1,"TOT","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"393","Lance Stephenson","SF","25","MEM","5.6","11.8","0.474","0.4","1.2","0.355","5.2","10.7","0.487","0.492","2.5","3.1","0.815","0.8","3.6","4.4","2.8","0.7","0.2","1.8","2.2","14.2","0.537","0.101","0.263","3.3","16.2","9.5","19.2","1.4","0.8","11.8","25.3","2016","Wing Scorers",0.1,"MEM","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"394","Lance Stephenson","SF","25","MEM","5.6","11.8","0.474","0.4","1.2","0.355","5.2","10.7","0.487","0.492","2.5","3.1","0.815","0.8","3.6","4.4","2.8","0.7","0.2","1.8","2.2","14.2","0.537","0.101","0.263","3.3","16.2","9.5","19.2","1.4","0.8","11.8","25.3","2016","Wing Scorers",0.1,"LAC","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"395","Lance Stephenson","SF","25","MEM","5.6","11.8","0.474","0.4","1.2","0.355","5.2","10.7","0.487","0.492","2.5","3.1","0.815","0.8","3.6","4.4","2.8","0.7","0.2","1.8","2.2","14.2","0.537","0.101","0.263","3.3","16.2","9.5","19.2","1.4","0.8","11.8","25.3","2016","Wing Scorers",0.1,"TOT","stephla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/stephla01.jpg"
"396","Lance Thomas","PF","27","NYK","2.9","6.5","0.442","0.7","1.8","0.404","2.1","4.6","0.458","0.5","1.7","2","0.857","0.6","1.6","2.2","0.9","0.4","0.1","1","1.8","8.2","0.557","0.285","0.312","2.9","8","5.4","6.4","0.9","0.4","11.6","16.9","2016","Sharpshooters",-0.4,"NYK","thomala01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thomala01.jpg"
"397","Langston Galloway","PG","24","NYK","2.8","7.2","0.393","0.9","2.7","0.344","1.9","4.4","0.423","0.458","1","1.4","0.754","0.5","3","3.5","2.5","0.9","0.3","0.7","2.2","7.6","0.49","0.381","0.194","2.3","13","7.7","15.7","1.9","0.8","8.7","15.6","2016","Sharpshooters",0.8,"NYK","gallola01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gallola01.jpg"
"398","Larry Nance","PF","23","LAL","2.5","4.8","0.527","0","0.2","0.1","2.5","4.6","0.541","0.528","0.5","0.7","0.681","1.6","3.3","5","0.7","0.9","0.4","0.7","2","5.5","0.544","0.033","0.157","8.3","18.6","13.3","5.7","2.1","1.4","11.3","12.6","2016","Bruiser Big Men",0.2,"LAL","nancela02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/nancela02.jpg"
"399","Lavoy Allen","PF","26","IND","2.4","4.7","0.516","0","0","0","2.4","4.7","0.516","0.516","0.6","0.9","0.63","2.1","3.3","5.4","1","0.3","0.5","0.9","1.9","5.4","0.532","0","0.197","11.1","17.8","14.5","7.1","0.8","2.1","14.6","13","2016","Bruiser Big Men",0.6,"IND","allenla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/allenla01.jpg"
"400","Leandro Barbosa","SG","33","GSW","2.5","5.4","0.462","0.6","1.6","0.355","1.9","3.8","0.508","0.515","0.8","0.9","0.839","0.4","1.3","1.7","1.2","0.6","0.1","0.8","1.6","6.4","0.545","0.297","0.168","3","8.4","5.8","10.6","2","0.7","11.8","18.1","2016","Sharpshooters",0,"GSW","barbole01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/barbole01.jpg"
"401","LeBron James","SF","31","CLE","9.7","18.6","0.52","1.1","3.7","0.309","8.6","14.9","0.573","0.551","4.7","6.5","0.731","1.5","6","7.4","6.8","1.4","0.6","3.3","1.9","25.3","0.588","0.199","0.347","4.7","18.8","11.8","36","2","1.5","13.2","31.4","2016","Ball Handlers",7.6,"CLE","jamesle01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jamesle01.jpg"
"402","Lou Williams","SG","29","LAL","4.2","10.3","0.408","1.6","4.8","0.344","2.6","5.6","0.464","0.488","5.3","6.3","0.83","0.5","2.1","2.5","2.5","0.9","0.3","1.6","1.6","15.3","0.584","0.462","0.612","1.7","8.1","4.8","15.1","1.6","0.8","10.8","22.8","2016","Wing Scorers",1.1,"LAL","willilo02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willilo02.jpg"
"403","Luc Mbah a Moute","PF","29","LAC","1.3","2.8","0.454","0.2","0.5","0.325","1.1","2.2","0.485","0.486","0.4","0.8","0.526","0.8","1.5","2.3","0.4","0.6","0.3","0.5","1.3","3.1","0.498","0.193","0.275","5.2","9.4","7.3","3.3","1.7","1.2","12.8","9.4","2016","Sharpshooters",0.1,"LAC","mbahalu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mbahalu01.jpg"
"404","Luis Scola","PF","35","TOR","3.5","7.9","0.45","0.9","2.1","0.404","2.7","5.8","0.467","0.504","0.8","1.1","0.726","1.1","3.6","4.7","0.9","0.6","0.4","0.9","2.3","8.7","0.523","0.269","0.14","6","19","12.6","6.8","1.5","1.4","9.7","19.5","2016","Wing Scorers",0.3,"TOR","scolalu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/scolalu01.jpg"
"405","Luke Babbitt","SF","26","NOP","2.6","6.1","0.422","0.9","2.3","0.404","1.7","3.8","0.433","0.498","0.8","1.1","0.78","0.5","2.6","3.1","1.1","0.2","0.1","0.5","1.9","7","0.526","0.377","0.173","3.2","16.7","9.7","9.6","0.6","0.7","6.9","17.5","2016","Sharpshooters",-0.2,"NOP","babbilu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/babbilu01.jpg"
"406","Luol Deng","PF","30","MIA","4.6","10.1","0.455","1.2","3.5","0.344","3.4","6.6","0.513","0.514","2","2.6","0.755","1.5","4.5","6","1.9","1","0.4","1.1","1.6","12.3","0.549","0.344","0.258","5.3","15.4","10.5","9","1.6","0.9","8.9","17.4","2016","Wing Scorers",2.3,"MIA","denglu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/denglu01.jpg"
"407","Manu Ginobili","SG","38","SAS","3.4","7.5","0.453","1.2","3.1","0.391","2.2","4.4","0.496","0.533","1.6","1.9","0.813","0.4","2.1","2.5","3.1","1.1","0.2","1.7","1.7","9.6","0.573","0.411","0.257","2.7","11.7","7.3","23.6","3","0.8","17","23.6","2016","Wing Scorers",1.6,"SAS","ginobma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ginobma01.jpg"
"408","Marc Gasol","C","31","MEM","6.3","13.6","0.464","0","0.1","0.667","6.3","13.5","0.463","0.465","3.9","4.7","0.829","1.1","5.8","7","3.8","1","1.3","2.3","2.7","16.6","0.528","0.004","0.347","3.5","20.2","11.5","18.9","1.4","3.6","12.7","23.4","2016","Big Men",1.3,"MEM","gasolma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gasolma01.jpg"
"409","Marcelo Huertas","PG","32","LAL","1.8","4.3","0.422","0.3","1.2","0.262","1.5","3.2","0.479","0.457","0.5","0.5","0.931","0.3","1.4","1.7","3.4","0.5","0.1","1.5","1.4","4.5","0.488","0.265","0.126","2.2","9.2","5.6","33.9","1.5","0.6","24.8","16.3","2016","Sharpshooters",-0.9,"LAL","huertma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/huertma01.jpg"
"410","Marcin Gortat","C","31","WAS","5.8","10.2","0.567","0","0","0","5.8","10.2","0.567","0.567","1.9","2.8","0.705","3","6.9","9.9","1.4","0.6","1.3","1.6","2.6","13.5","0.592","0.001","0.271","10.8","26.3","18.4","7.5","1","3.4","12.4","18.9","2016","Big Men",1.8,"WAS","gortama01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gortama01.jpg"
"411","Marco Belinelli","SG","29","SAC","3.6","9.3","0.386","1.3","4.4","0.306","2.3","5","0.456","0.457","1.7","2","0.833","0.1","1.6","1.7","1.9","0.5","0","1.2","1.3","10.2","0.5","0.468","0.217","0.7","6.9","3.8","11.1","1.1","0.1","10.3","19.7","2016","Sharpshooters",-0.9,"SAC","belinma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/belinma01.jpg"
"412","Marcus Morris","SF","26","DET","5.1","11.8","0.434","1.4","3.7","0.362","3.8","8.1","0.467","0.491","2.5","3.4","0.749","1.1","3.9","5.1","2.5","0.8","0.3","1.8","2.1","14.1","0.531","0.315","0.287","3.3","12.4","7.7","11","1.2","0.6","11.6","18.4","2016","Wing Scorers",2,"DET","morrima03","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/morrima03.jpg"
"413","Marcus Smart","PG","21","BOS","3","8.7","0.348","1","4","0.253","2","4.7","0.427","0.405","2.1","2.7","0.777","1.2","2.9","4.2","3","1.5","0.3","1.3","3","9.1","0.463","0.456","0.314","4.8","11.6","8.1","15.8","2.7","0.8","11.7","17.4","2016","Wing Scorers",1.1,"BOS","smartma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smartma01.jpg"
"414","Marcus Thornton","SG","28","TOT","3.5","8.9","0.399","1.5","4.4","0.337","2","4.5","0.46","0.482","1.1","1.3","0.848","0.6","1.8","2.5","1.4","0.8","0.1","0.8","1.5","9.7","0.511","0.498","0.146","3.8","11.3","7.5","12.9","2.1","0.3","8.1","24.4","2016","Wing Scorers",0,"WAS","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"415","Marcus Thornton","SG","28","TOT","3.5","8.9","0.399","1.5","4.4","0.337","2","4.5","0.46","0.482","1.1","1.3","0.848","0.6","1.8","2.5","1.4","0.8","0.1","0.8","1.5","9.7","0.511","0.498","0.146","3.8","11.3","7.5","12.9","2.1","0.3","8.1","24.4","2016","Wing Scorers",0,"HOU","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"416","Marcus Thornton","SG","28","TOT","3.5","8.9","0.399","1.5","4.4","0.337","2","4.5","0.46","0.482","1.1","1.3","0.848","0.6","1.8","2.5","1.4","0.8","0.1","0.8","1.5","9.7","0.511","0.498","0.146","3.8","11.3","7.5","12.9","2.1","0.3","8.1","24.4","2016","Wing Scorers",0,"TOT","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"417","Marcus Thornton","SG","28","HOU","3.7","9.3","0.4","1.6","4.6","0.338","2.1","4.7","0.461","0.484","1.1","1.2","0.879","0.7","1.8","2.4","1.4","0.7","0.1","0.9","1.6","10","0.512","0.497","0.133","3.8","10.5","7.2","12.8","1.9","0.3","8","24.3","2016","Wing Scorers",-0.1,"WAS","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"418","Marcus Thornton","SG","28","HOU","3.7","9.3","0.4","1.6","4.6","0.338","2.1","4.7","0.461","0.484","1.1","1.2","0.879","0.7","1.8","2.4","1.4","0.7","0.1","0.9","1.6","10","0.512","0.497","0.133","3.8","10.5","7.2","12.8","1.9","0.3","8","24.3","2016","Wing Scorers",-0.1,"HOU","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"419","Marcus Thornton","SG","28","HOU","3.7","9.3","0.4","1.6","4.6","0.338","2.1","4.7","0.461","0.484","1.1","1.2","0.879","0.7","1.8","2.4","1.4","0.7","0.1","0.9","1.6","10","0.512","0.497","0.133","3.8","10.5","7.2","12.8","1.9","0.3","8","24.3","2016","Wing Scorers",-0.1,"TOT","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"420","Marcus Thornton","SG","28","WAS","3","7.6","0.393","1.3","3.9","0.333","1.7","3.8","0.453","0.477","1.1","1.5","0.762","0.5","2","2.5","1.4","0.9","0.1","0.8","1.2","8.4","0.508","0.505","0.196","3.4","14.3","8.7","13.4","2.8","0.4","8.6","24.8","2016","Sharpshooters",0.1,"WAS","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"421","Marcus Thornton","SG","28","WAS","3","7.6","0.393","1.3","3.9","0.333","1.7","3.8","0.453","0.477","1.1","1.5","0.762","0.5","2","2.5","1.4","0.9","0.1","0.8","1.2","8.4","0.508","0.505","0.196","3.4","14.3","8.7","13.4","2.8","0.4","8.6","24.8","2016","Sharpshooters",0.1,"HOU","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"422","Marcus Thornton","SG","28","WAS","3","7.6","0.393","1.3","3.9","0.333","1.7","3.8","0.453","0.477","1.1","1.5","0.762","0.5","2","2.5","1.4","0.9","0.1","0.8","1.2","8.4","0.508","0.505","0.196","3.4","14.3","8.7","13.4","2.8","0.4","8.6","24.8","2016","Sharpshooters",0.1,"TOT","thornma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thornma01.jpg"
"423","Mario Chalmers","PG","29","TOT","3","7.3","0.41","0.8","2.4","0.309","2.2","4.8","0.461","0.462","3.6","4.3","0.832","0.4","2.2","2.6","3.8","1.4","0.2","1.8","3","10.3","0.561","0.336","0.59","1.9","11.5","6.5","26.6","3.3","0.9","16.4","21.9","2016","Wing Scorers",1.2,"TOT","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
"424","Mario Chalmers","PG","29","TOT","3","7.3","0.41","0.8","2.4","0.309","2.2","4.8","0.461","0.462","3.6","4.3","0.832","0.4","2.2","2.6","3.8","1.4","0.2","1.8","3","10.3","0.561","0.336","0.59","1.9","11.5","6.5","26.6","3.3","0.9","16.4","21.9","2016","Wing Scorers",1.2,"MEM","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
"425","Mario Chalmers","PG","29","TOT","3","7.3","0.41","0.8","2.4","0.309","2.2","4.8","0.461","0.462","3.6","4.3","0.832","0.4","2.2","2.6","3.8","1.4","0.2","1.8","3","10.3","0.561","0.336","0.59","1.9","11.5","6.5","26.6","3.3","0.9","16.4","21.9","2016","Wing Scorers",1.2,"MIA","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
"426","Mario Chalmers","PG","29","MIA","1.7","5.3","0.313","0.2","1.8","0.091","1.5","3.5","0.429","0.328","2","2.2","0.923","0.2","2.2","2.3","3.2","1.3","0.2","1.5","2.7","5.5","0.437","0.344","0.406","1","11.9","6.6","22.3","3.4","0.6","19.3","17.8","2016","Sharpshooters",0,"TOT","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
"427","Mario Chalmers","PG","29","MIA","1.7","5.3","0.313","0.2","1.8","0.091","1.5","3.5","0.429","0.328","2","2.2","0.923","0.2","2.2","2.3","3.2","1.3","0.2","1.5","2.7","5.5","0.437","0.344","0.406","1","11.9","6.6","22.3","3.4","0.6","19.3","17.8","2016","Sharpshooters",0,"MEM","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
"428","Mario Chalmers","PG","29","MIA","1.7","5.3","0.313","0.2","1.8","0.091","1.5","3.5","0.429","0.328","2","2.2","0.923","0.2","2.2","2.3","3.2","1.3","0.2","1.5","2.7","5.5","0.437","0.344","0.406","1","11.9","6.6","22.3","3.4","0.6","19.3","17.8","2016","Sharpshooters",0,"MIA","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
"429","Mario Chalmers","PG","29","MEM","3.1","7.5","0.417","0.8","2.5","0.326","2.3","5","0.464","0.472","3.7","4.5","0.827","0.4","2.2","2.6","3.8","1.5","0.2","1.8","3","10.8","0.57","0.335","0.604","2","11.4","6.5","27","3.3","0.9","16.2","22.3","2016","Ball Handlers",1.2,"TOT","chalmma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chalmma01.jpg"
