"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","second2$VORP","Tm.y","Index","Image"
"144","Darrick Martin","PG","24","MIN","2.5","6.6","0.381","0.4","1.3","0.319","2.1","5.3","0.397","0.413","1.8","2.1","0.851","0.1","1.2","1.3","4.5","0.7","0.1","2","2.2","7.3","0.482","0.203","0.32","0.5","6.6","3.5","32.9","1.8","0.2","21","19.8","1996","Wing Scorers",-0.9,"TOT","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"145","Darrick Martin","PG","24","MIN","2.5","6.6","0.381","0.4","1.3","0.319","2.1","5.3","0.397","0.413","1.8","2.1","0.851","0.1","1.2","1.3","4.5","0.7","0.1","2","2.2","7.3","0.482","0.203","0.32","0.5","6.6","3.5","32.9","1.8","0.2","21","19.8","1996","Wing Scorers",-0.9,"MIN","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"146","Darrick Martin","PG","24","TOT","2.5","6.1","0.406","0.3","1.2","0.29","2.2","5","0.433","0.434","1.7","2","0.842","0.3","1.1","1.4","3.7","0.9","0.1","1.8","2.1","7","0.5","0.191","0.331","1.6","6.9","4.2","31.1","2.4","0.2","20.5","20.3","1996","Wing Scorers",-0.9,"VAN","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"147","Darrick Martin","PG","24","TOT","2.5","6.1","0.406","0.3","1.2","0.29","2.2","5","0.433","0.434","1.7","2","0.842","0.3","1.1","1.4","3.7","0.9","0.1","1.8","2.1","7","0.5","0.191","0.331","1.6","6.9","4.2","31.1","2.4","0.2","20.5","20.3","1996","Wing Scorers",-0.9,"TOT","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"148","Darrick Martin","PG","24","TOT","2.5","6.1","0.406","0.3","1.2","0.29","2.2","5","0.433","0.434","1.7","2","0.842","0.3","1.1","1.4","3.7","0.9","0.1","1.8","2.1","7","0.5","0.191","0.331","1.6","6.9","4.2","31.1","2.4","0.2","20.5","20.3","1996","Wing Scorers",-0.9,"MIN","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"149","Darrick Martin","PG","24","VAN","2.5","5.5","0.45","0.2","0.9","0.227","2.3","4.5","0.495","0.469","1.6","1.9","0.826","0.5","1","1.6","2.5","1.1","0","1.5","2","6.7","0.532","0.168","0.351","3.7","7.6","5.5","27.6","3.5","0.2","19.7","21.4","1996","Wing Scorers",0,"VAN","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"150","Darrick Martin","PG","24","VAN","2.5","5.5","0.45","0.2","0.9","0.227","2.3","4.5","0.495","0.469","1.6","1.9","0.826","0.5","1","1.6","2.5","1.1","0","1.5","2","6.7","0.532","0.168","0.351","3.7","7.6","5.5","27.6","3.5","0.2","19.7","21.4","1996","Wing Scorers",0,"TOT","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"151","Darrick Martin","PG","24","VAN","2.5","5.5","0.45","0.2","0.9","0.227","2.3","4.5","0.495","0.469","1.6","1.9","0.826","0.5","1","1.6","2.5","1.1","0","1.5","2","6.7","0.532","0.168","0.351","3.7","7.6","5.5","27.6","3.5","0.2","19.7","21.4","1996","Wing Scorers",0,"MIN","martida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/martida01.jpg"
"152","Darrin Hancock","SF","24","CHH","1.8","3.4","0.523","0","0","0.333","1.8","3.3","0.526","0.526","0.7","1.2","0.644","0.6","0.9","1.6","0.7","0.4","0.1","0.9","1.5","4.3","0.553","0.014","0.341","5.7","8.6","7.1","8.7","1.8","0.4","18.5","16.3","1996","Wing Scorers",-0.3,"CHH","hancoda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hancoda01.jpg"
"153","David Benoit","SF","27","UTA","3.1","7.2","0.439","0.8","2.4","0.333","2.4","4.8","0.491","0.494","1.1","1.4","0.777","1.1","3.6","4.7","1","0.5","0.6","0.9","2","8.2","0.524","0.33","0.193","5.8","17.9","12","6.3","1.2","2.1","10.1","16.4","1996","Swingmen",1.2,"UTA","benoida01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/benoida01.jpg"
"154","David Wesley","PG","25","BOS","4.1","9","0.459","1.4","3.3","0.426","2.7","5.7","0.478","0.538","2.6","3.5","0.753","0.8","2.4","3.2","4.8","1.2","0.1","1.9","2.5","12.3","0.585","0.37","0.391","3.5","10.7","7","29.2","2.4","0.4","15.6","20.9","1996","Swingmen",2.5,"BOS","wesleda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wesleda01.jpg"
"155","David Wood","PF","31","TOT","1.2","2.8","0.431","0.3","1","0.323","0.9","1.8","0.491","0.489","0.6","0.8","0.76","0.8","1.7","2.5","0.5","0.3","0.2","0.4","2.4","3.4","0.531","0.356","0.287","6.6","15.4","10.6","6.4","1.2","0.9","10.9","12","1996","Wing Scorers",-0.2,"GSW","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"156","David Wood","PF","31","TOT","1.2","2.8","0.431","0.3","1","0.323","0.9","1.8","0.491","0.489","0.6","0.8","0.76","0.8","1.7","2.5","0.5","0.3","0.2","0.4","2.4","3.4","0.531","0.356","0.287","6.6","15.4","10.6","6.4","1.2","0.9","10.9","12","1996","Wing Scorers",-0.2,"PHO","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"157","David Wood","PF","31","TOT","1.2","2.8","0.431","0.3","1","0.323","0.9","1.8","0.491","0.489","0.6","0.8","0.76","0.8","1.7","2.5","0.5","0.3","0.2","0.4","2.4","3.4","0.531","0.356","0.287","6.6","15.4","10.6","6.4","1.2","0.9","10.9","12","1996","Wing Scorers",-0.2,"DAL","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"158","David Wood","PF","31","TOT","1.2","2.8","0.431","0.3","1","0.323","0.9","1.8","0.491","0.489","0.6","0.8","0.76","0.8","1.7","2.5","0.5","0.3","0.2","0.4","2.4","3.4","0.531","0.356","0.287","6.6","15.4","10.6","6.4","1.2","0.9","10.9","12","1996","Wing Scorers",-0.2,"TOT","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"159","David Wood","PF","31","DAL","1.8","4.2","0.435","0.5","1.6","0.322","1.3","2.6","0.505","0.497","0.8","1.1","0.725","1.1","2.5","3.6","0.7","0.4","0.2","0.5","3.2","4.9","0.53","0.383","0.26","6.3","16.3","10.9","6.2","1.3","1","10","12.4","1996","Bruiser Big Men",-0.1,"GSW","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"160","David Wood","PF","31","DAL","1.8","4.2","0.435","0.5","1.6","0.322","1.3","2.6","0.505","0.497","0.8","1.1","0.725","1.1","2.5","3.6","0.7","0.4","0.2","0.5","3.2","4.9","0.53","0.383","0.26","6.3","16.3","10.9","6.2","1.3","1","10","12.4","1996","Bruiser Big Men",-0.1,"PHO","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"161","David Wood","PF","31","DAL","1.8","4.2","0.435","0.5","1.6","0.322","1.3","2.6","0.505","0.497","0.8","1.1","0.725","1.1","2.5","3.6","0.7","0.4","0.2","0.5","3.2","4.9","0.53","0.383","0.26","6.3","16.3","10.9","6.2","1.3","1","10","12.4","1996","Bruiser Big Men",-0.1,"DAL","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"162","David Wood","PF","31","DAL","1.8","4.2","0.435","0.5","1.6","0.322","1.3","2.6","0.505","0.497","0.8","1.1","0.725","1.1","2.5","3.6","0.7","0.4","0.2","0.5","3.2","4.9","0.53","0.383","0.26","6.3","16.3","10.9","6.2","1.3","1","10","12.4","1996","Bruiser Big Men",-0.1,"TOT","woodda01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodda01.jpg"
"163","Dee Brown","PG","27","BOS","3.8","9.5","0.399","1","3.4","0.309","2.7","6.1","0.449","0.455","2.1","2.4","0.854","0.6","1.5","2.1","2.2","1.2","0.2","1.1","1.8","10.7","0.507","0.357","0.256","2.5","7.2","4.8","14.3","2.5","0.5","9.7","20.5","1996","Swingmen",0.4,"BOS","brownde01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brownde01.jpg"
"164","Dell Curry","SG","31","CHH","5.4","11.9","0.453","2","5","0.404","3.4","6.9","0.488","0.537","1.8","2.1","0.854","0.8","2.4","3.2","2.1","1.3","0.3","1.6","2.1","14.5","0.568","0.417","0.176","3.4","10.2","6.8","12.5","2.4","0.8","11","22.5","1996","Swingmen",2.1,"CHH","curryde01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/curryde01.jpg"
"165","Dennis Scott","SF","27","ORL","6","13.6","0.44","3.3","7.7","0.425","2.7","6","0.458","0.559","2.2","2.7","0.82","0.8","3","3.8","3","1.1","0.4","1.5","2.1","17.5","0.589","0.562","0.199","2.5","9.2","5.9","12.4","1.5","0.7","9.1","19.9","1996","Swingmen",3.3,"ORL","scottde01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/scottde01.jpg"
"166","Derek Harper","PG","34","NYK","5.3","11.5","0.464","1.5","4","0.372","3.8","7.5","0.513","0.529","1.9","2.5","0.757","0.4","2.1","2.5","4.3","1.6","0.1","2.2","2.5","14","0.558","0.346","0.219","1.3","6.8","4.1","20.1","2.4","0.1","14.7","19.4","1996","Swingmen",1.9,"NYK","harpede01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harpede01.jpg"
"167","Derrick Alston","C","23","PHI","2.7","5.3","0.512","0","0","0.333","2.7","5.3","0.513","0.513","0.8","1.5","0.491","1.7","2.4","4.1","0.8","0.8","0.7","0.8","2.6","6.2","0.518","0.008","0.289","8.8","12.9","10.8","6.5","1.8","2.4","11.9","13.7","1996","Bruiser Big Men",0.1,"PHI","alstode01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/alstode01.jpg"
"168","Derrick Coleman","PF","28","PHI","4.4","10.7","0.407","0.6","1.9","0.333","3.7","8.8","0.423","0.436","1.8","2.9","0.625","1.2","5.4","6.5","2.8","0.4","0.9","2.5","2.7","11.2","0.466","0.178","0.271","5","23.8","14.1","19.3","0.7","2.5","17.5","24.3","1996","Bruiser Scorers",-0.2,"PHI","colemde01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/colemde01.jpg"
"169","Derrick McKey","SF","29","IND","4.6","9.5","0.486","0.2","0.9","0.25","4.4","8.6","0.511","0.498","2.3","2.9","0.769","1.6","3.2","4.8","3.5","1.1","0.6","1.9","3.3","11.7","0.543","0.096","0.31","6.5","11.8","9.2","17.5","1.8","1.4","15","17.9","1996","Swingmen",3,"IND","mckeyde01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mckeyde01.jpg"
"170","Detlef Schrempf","SF","33","SEA","5.7","11.7","0.486","1.2","2.8","0.408","4.6","8.9","0.512","0.536","4.6","5.9","0.776","1.2","4","5.2","4.4","0.9","0.1","2.3","2.8","17.1","0.598","0.242","0.5","4.1","13.1","8.8","20.6","1.3","0.3","13.9","21.3","1996","Ball Handlers",2.4,"SEA","schrede01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/schrede01.jpg"
"171","Doc Rivers","PG","34","SAS","1.4","3.7","0.372","0.6","1.8","0.343","0.8","2","0.399","0.453","0.6","0.8","0.75","0.4","1.4","1.8","1.6","0.9","0.3","0.7","2.2","4","0.489","0.472","0.221","2.8","9.4","6.2","14.1","3","1.2","15.2","13.7","1996","Wing Scorers",0.9,"SAS","riverdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/riverdo01.jpg"
"172","Don MacLean","SF","26","DEN","4.2","9.8","0.426","0.3","0.9","0.286","3.9","8.9","0.44","0.439","2.6","3.5","0.732","1.1","2.6","3.7","1.6","0.4","0.1","1.2","1.9","11.2","0.493","0.09","0.362","6.5","15","10.7","14.7","1","0.3","9.7","28.3","1996","Swingmen",-0.5,"DEN","macledo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macledo01.jpg"
"173","Don Reid","PF","22","DET","1.5","2.7","0.567","0","0","0","1.5","2.7","0.567","0.567","0.7","1.1","0.662","1.1","1.8","2.9","0.2","0.7","0.6","0.6","2.9","3.8","0.595","0","0.412","9.8","14.6","12.3","1.8","2.6","3.2","15.7","12.5","1996","Bruiser Big Men",0.5,"DET","reiddo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reiddo01.jpg"
"174","Donald Royal","SF","29","ORL","1.7","3.4","0.491","0","0","0","1.7","3.3","0.495","0.491","2","2.6","0.762","0.9","1.5","2.4","0.7","0.5","0.2","0.8","1.5","5.3","0.585","0.009","0.759","7.1","11.3","9.3","6.3","1.6","1.1","15.3","16","1996","Bruiser Big Men",-0.1,"ORL","royaldo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/royaldo01.jpg"
"175","Donyell Marshall","SF","22","GSW","2","5.1","0.398","0.5","1.5","0.298","1.6","3.5","0.441","0.443","1","1.3","0.771","1","2.4","3.4","0.8","0.4","0.5","0.8","1.3","5.5","0.488","0.299","0.264","7.9","18.4","13.1","8.2","1.2","2.4","12","18.6","1996","Wing Scorers",-0.1,"GSW","marshdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/marshdo01.jpg"
"176","Doug Christie","SF","25","TOT","2.7","6.1","0.445","0.8","1.9","0.434","1.9","4.2","0.45","0.513","1.3","1.7","0.742","0.6","2.2","2.8","2.1","1.3","0.3","1.7","2.6","7.5","0.549","0.315","0.276","3.9","13.8","8.8","18","3.5","1.4","20.1","20.4","1996","Swingmen",0.5,"TOT","chrisdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chrisdo01.jpg"
"177","Doug Christie","SF","25","TOT","2.7","6.1","0.445","0.8","1.9","0.434","1.9","4.2","0.45","0.513","1.3","1.7","0.742","0.6","2.2","2.8","2.1","1.3","0.3","1.7","2.6","7.5","0.549","0.315","0.276","3.9","13.8","8.8","18","3.5","1.4","20.1","20.4","1996","Swingmen",0.5,"NYK","chrisdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chrisdo01.jpg"
"178","Doug Christie","SF","25","TOT","2.7","6.1","0.445","0.8","1.9","0.434","1.9","4.2","0.45","0.513","1.3","1.7","0.742","0.6","2.2","2.8","2.1","1.3","0.3","1.7","2.6","7.5","0.549","0.315","0.276","3.9","13.8","8.8","18","3.5","1.4","20.1","20.4","1996","Swingmen",0.5,"TOR","chrisdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chrisdo01.jpg"
"179","Doug Christie","SF","25","TOR","3.6","8.3","0.436","1.1","2.7","0.414","2.5","5.5","0.446","0.504","1.8","2.2","0.789","0.8","2.9","3.8","2.9","1.8","0.5","2.4","3.1","10.1","0.545","0.33","0.269","3.8","13.8","8.7","17.7","3.7","1.5","20.5","20","1996","Swingmen",0.4,"TOT","chrisdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chrisdo01.jpg"
"180","Doug Christie","SF","25","TOR","3.6","8.3","0.436","1.1","2.7","0.414","2.5","5.5","0.446","0.504","1.8","2.2","0.789","0.8","2.9","3.8","2.9","1.8","0.5","2.4","3.1","10.1","0.545","0.33","0.269","3.8","13.8","8.7","17.7","3.7","1.5","20.5","20","1996","Swingmen",0.4,"NYK","chrisdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chrisdo01.jpg"
"181","Doug Christie","SF","25","TOR","3.6","8.3","0.436","1.1","2.7","0.414","2.5","5.5","0.446","0.504","1.8","2.2","0.789","0.8","2.9","3.8","2.9","1.8","0.5","2.4","3.1","10.1","0.545","0.33","0.269","3.8","13.8","8.7","17.7","3.7","1.5","20.5","20","1996","Swingmen",0.4,"TOR","chrisdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chrisdo01.jpg"
"182","Doug Edwards","PF","25","VAN","1","2.9","0.352","0","0.1","0","1","2.8","0.368","0.352","0.9","1.2","0.763","1.1","1.7","2.8","1.3","0.3","0.6","0.9","1.6","3","0.432","0.044","0.418","7.6","12.2","9.8","11.8","1","2.6","21.2","12","1996","Wing Scorers",-0.3,"VAN","edwardo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/edwardo01.jpg"
"183","Doug West","SG","28","MIN","2.4","5.4","0.445","0","0.2","0.077","2.4","5.2","0.458","0.447","1.6","2","0.792","0.7","1.5","2.2","1.6","0.4","0.2","1.1","3.1","6.4","0.509","0.033","0.366","3.5","8.2","5.9","11.3","0.9","0.8","15.1","14.5","1996","Wing Scorers",-1,"MIN","westdo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/westdo01.jpg"
"184","Duane Causwell","C","27","SAC","1.2","3","0.417","0","0","0","1.2","2.9","0.419","0.417","1","1.3","0.729","1.2","2.2","3.4","0.3","0.4","1.1","0.7","2.4","3.4","0.484","0.005","0.444","9.5","18","13.7","2.9","1.3","5.6","17","13.1","1996","Bruiser Big Men",-0.1,"SAC","causwdu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/causwdu01.jpg"
"185","Dwayne Whitfield","PF","23","TOR","1.6","3.8","0.433","0","0","0","1.6","3.8","0.433","0.433","1.8","2.8","0.636","1.1","2","3.1","0.3","0.4","0.3","1","1.8","5","0.504","0","0.733","8.7","15.7","12.2","2.4","1.3","1.2","16.8","17.2","1996","Bruiser Big Men",-0.2,"TOR","whitfdw01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/whitfdw01.jpg"
"186","Ed O'Bannon","SG","23","NJN","2.4","6.3","0.39","0.2","0.9","0.179","2.3","5.4","0.424","0.403","1.2","1.7","0.713","1","1.6","2.6","1","0.7","0.2","1","1.5","6.2","0.446","0.14","0.27","5.6","9.3","7.4","8.4","1.9","0.7","12.2","17.8","1996","Wing Scorers",-0.4,"NJN","obanned01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/obanned01.jpg"
"187","Ed Pinckney","PF","32","PHI","2","3.8","0.529","0","0","0","2","3.8","0.529","0.529","1.6","2","0.764","2.7","3.8","6.5","0.8","1.2","0.4","0.9","2","5.6","0.594","0","0.539","12.3","17.8","15","5.2","2.5","1.2","15.4","9.8","1996","Bruiser Big Men",0.4,"TOR","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"188","Ed Pinckney","PF","32","PHI","2","3.8","0.529","0","0","0","2","3.8","0.529","0.529","1.6","2","0.764","2.7","3.8","6.5","0.8","1.2","0.4","0.9","2","5.6","0.594","0","0.539","12.3","17.8","15","5.2","2.5","1.2","15.4","9.8","1996","Bruiser Big Men",0.4,"PHI","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"189","Ed Pinckney","PF","32","PHI","2","3.8","0.529","0","0","0","2","3.8","0.529","0.529","1.6","2","0.764","2.7","3.8","6.5","0.8","1.2","0.4","0.9","2","5.6","0.594","0","0.539","12.3","17.8","15","5.2","2.5","1.2","15.4","9.8","1996","Bruiser Big Men",0.4,"TOT","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"190","Ed Pinckney","PF","32","TOR","2.5","5","0.502","0","0.1","0","2.5","4.9","0.509","0.502","2","2.6","0.758","2.4","3.6","6","1.1","0.7","0.4","1.1","2.1","7","0.57","0.013","0.532","13.2","19.4","16.3","7.3","1.5","1.3","15.8","14.6","1996","Bruiser Big Men",0.1,"TOR","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"191","Ed Pinckney","PF","32","TOR","2.5","5","0.502","0","0.1","0","2.5","4.9","0.509","0.502","2","2.6","0.758","2.4","3.6","6","1.1","0.7","0.4","1.1","2.1","7","0.57","0.013","0.532","13.2","19.4","16.3","7.3","1.5","1.3","15.8","14.6","1996","Bruiser Big Men",0.1,"PHI","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"192","Ed Pinckney","PF","32","TOR","2.5","5","0.502","0","0.1","0","2.5","4.9","0.509","0.502","2","2.6","0.758","2.4","3.6","6","1.1","0.7","0.4","1.1","2.1","7","0.57","0.013","0.532","13.2","19.4","16.3","7.3","1.5","1.3","15.8","14.6","1996","Bruiser Big Men",0.1,"TOT","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"193","Ed Pinckney","PF","32","TOT","2.3","4.5","0.51","0","0","0","2.3","4.5","0.515","0.51","1.8","2.4","0.76","2.6","3.6","6.2","1","0.9","0.4","1","2.1","6.5","0.578","0.009","0.534","12.8","18.8","15.8","6.4","1.9","1.2","15.7","12.7","1996","Bruiser Big Men",0.5,"TOR","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"194","Ed Pinckney","PF","32","TOT","2.3","4.5","0.51","0","0","0","2.3","4.5","0.515","0.51","1.8","2.4","0.76","2.6","3.6","6.2","1","0.9","0.4","1","2.1","6.5","0.578","0.009","0.534","12.8","18.8","15.8","6.4","1.9","1.2","15.7","12.7","1996","Bruiser Big Men",0.5,"PHI","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"195","Ed Pinckney","PF","32","TOT","2.3","4.5","0.51","0","0","0","2.3","4.5","0.515","0.51","1.8","2.4","0.76","2.6","3.6","6.2","1","0.9","0.4","1","2.1","6.5","0.578","0.009","0.534","12.8","18.8","15.8","6.4","1.9","1.2","15.7","12.7","1996","Bruiser Big Men",0.5,"TOT","pincked01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pincked01.jpg"
"196","Eddie Johnson","SF","36","IND","2.9","7","0.413","0.7","2.1","0.352","2.2","5","0.438","0.464","1.1","1.3","0.886","0.7","1.7","2.5","1.1","0.3","0.1","0.9","1.7","7.7","0.505","0.294","0.181","5.8","13","9.5","12","1.1","0.3","10.6","24.1","1996","Wing Scorers",0,"IND","johnsed03","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsed03.jpg"
"197","Eddie Jones","SG","24","LAL","4.8","9.8","0.492","1.2","3.2","0.366","3.6","6.5","0.555","0.553","1.9","2.6","0.739","0.6","2.7","3.3","3.5","1.8","0.6","1.4","2.3","12.8","0.583","0.331","0.269","2.4","9.8","6.2","17","3.1","1.4","11.4","17.8","1996","Swingmen",3.1,"LAL","jonesed02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jonesed02.jpg"
"198","Elden Campbell","PF","27","LAL","5.5","10.8","0.503","0","0.1","0","5.5","10.8","0.506","0.503","3","4.3","0.713","2","5.6","7.6","2.2","1.1","2.6","1.7","3.7","13.9","0.549","0.006","0.393","7.1","19.5","13.4","10.3","1.7","5.5","11.6","19.6","1996","Bruiser Scorers",3.3,"LAL","campbel01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/campbel01.jpg"
"199","Eldridge Recasner","SG","28","HOU","2.4","5.7","0.415","1.3","3","0.424","1.1","2.7","0.405","0.528","0.9","1","0.864","0.5","1.8","2.3","2.7","0.4","0.1","1","1.8","6.9","0.562","0.532","0.184","2.8","9.8","6.4","20.2","0.9","0.3","13.6","15.8","1996","Swingmen",0.1,"HOU","recasel01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/recasel01.jpg"
"200","Elliot Perry","PG","26","PHO","3.2","6.8","0.475","0.3","0.7","0.407","2.9","6","0.484","0.497","1.9","2.4","0.778","0.4","1.3","1.7","4.4","1.1","0.1","1.8","1.7","8.6","0.549","0.107","0.353","2.4","7","4.7","33.3","2.7","0.2","18.7","20.8","1996","Swingmen",0,"PHO","perryel01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/perryel01.jpg"
"201","Eric Mobley","C","25","VAN","2.1","3.9","0.55","0","0.1","0.5","2.1","3.8","0.55","0.553","1.1","2.4","0.446","1.5","2.3","3.8","0.6","0.4","0.7","1.4","2.4","5.4","0.543","0.015","0.634","9.5","15.3","12.3","6.2","1.1","2.8","22.6","16.2","1996","Bruiser Big Men",-0.3,"MIL","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"202","Eric Mobley","C","25","VAN","2.1","3.9","0.55","0","0.1","0.5","2.1","3.8","0.55","0.553","1.1","2.4","0.446","1.5","2.3","3.8","0.6","0.4","0.7","1.4","2.4","5.4","0.543","0.015","0.634","9.5","15.3","12.3","6.2","1.1","2.8","22.6","16.2","1996","Bruiser Big Men",-0.3,"TOT","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"203","Eric Mobley","C","25","VAN","2.1","3.9","0.55","0","0.1","0.5","2.1","3.8","0.55","0.553","1.1","2.4","0.446","1.5","2.3","3.8","0.6","0.4","0.7","1.4","2.4","5.4","0.543","0.015","0.634","9.5","15.3","12.3","6.2","1.1","2.8","22.6","16.2","1996","Bruiser Big Men",-0.3,"VAN","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"204","Eric Mobley","C","25","MIL","0.4","1.4","0.286","0","0","0","0.4","1.4","0.286","0.286","0.4","0.8","0.5","0.6","1.8","2.4","0","0.2","0.2","0.2","1","1.2","0.342","0","0.571","5.6","17.3","11.3","0","0.8","1.2","10.2","6.9","1996","Wing Scorers",-0.1,"MIL","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"205","Eric Mobley","C","25","MIL","0.4","1.4","0.286","0","0","0","0.4","1.4","0.286","0.286","0.4","0.8","0.5","0.6","1.8","2.4","0","0.2","0.2","0.2","1","1.2","0.342","0","0.571","5.6","17.3","11.3","0","0.8","1.2","10.2","6.9","1996","Wing Scorers",-0.1,"TOT","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"206","Eric Mobley","C","25","MIL","0.4","1.4","0.286","0","0","0","0.4","1.4","0.286","0.286","0.4","0.8","0.5","0.6","1.8","2.4","0","0.2","0.2","0.2","1","1.2","0.342","0","0.571","5.6","17.3","11.3","0","0.8","1.2","10.2","6.9","1996","Wing Scorers",-0.1,"VAN","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"207","Eric Mobley","C","25","TOT","1.9","3.5","0.536","0","0.1","0.5","1.9","3.5","0.537","0.54","1","2.2","0.448","1.4","2.2","3.6","0.6","0.4","0.6","1.3","2.2","4.8","0.533","0.014","0.63","9.1","15.5","12.2","5.6","1.1","2.7","22.1","15.3","1996","Bruiser Big Men",-0.4,"MIL","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
