"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","second2$VORP","Tm.y","Index","Image"
"208","Eric Mobley","C","25","TOT","1.9","3.5","0.536","0","0.1","0.5","1.9","3.5","0.537","0.54","1","2.2","0.448","1.4","2.2","3.6","0.6","0.4","0.6","1.3","2.2","4.8","0.533","0.014","0.63","9.1","15.5","12.2","5.6","1.1","2.7","22.1","15.3","1996","Bruiser Big Men",-0.4,"TOT","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"209","Eric Mobley","C","25","TOT","1.9","3.5","0.536","0","0.1","0.5","1.9","3.5","0.537","0.54","1","2.2","0.448","1.4","2.2","3.6","0.6","0.4","0.6","1.3","2.2","4.8","0.533","0.014","0.63","9.1","15.5","12.2","5.6","1.1","2.7","22.1","15.3","1996","Bruiser Big Men",-0.4,"VAN","mobleer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mobleer01.jpg"
"210","Eric Montross","C","24","BOS","3.2","5.7","0.566","0","0","0","3.2","5.7","0.566","0.566","0.8","2.2","0.376","2","3.8","5.8","0.7","0.3","0.5","1.4","3","7.2","0.546","0","0.384","9.1","18.7","13.8","4.6","0.7","1.4","17","14.7","1996","Bruiser Big Men",-0.4,"BOS","montrer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/montrer01.jpg"
"211","Eric Murdock","PG","27","TOT","3.3","8","0.416","0.6","2","0.31","2.7","6.1","0.45","0.454","1.6","2","0.797","0.4","2","2.3","4.5","1.8","0.1","1.8","1.9","8.9","0.498","0.247","0.244","1.8","10.4","5.9","35.1","4.3","0.4","16.9","21.3","1996","Swingmen",0.9,"MIL","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"212","Eric Murdock","PG","27","TOT","3.3","8","0.416","0.6","2","0.31","2.7","6.1","0.45","0.454","1.6","2","0.797","0.4","2","2.3","4.5","1.8","0.1","1.8","1.9","8.9","0.498","0.247","0.244","1.8","10.4","5.9","35.1","4.3","0.4","16.9","21.3","1996","Swingmen",0.9,"TOT","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"213","Eric Murdock","PG","27","TOT","3.3","8","0.416","0.6","2","0.31","2.7","6.1","0.45","0.454","1.6","2","0.797","0.4","2","2.3","4.5","1.8","0.1","1.8","1.9","8.9","0.498","0.247","0.244","1.8","10.4","5.9","35.1","4.3","0.4","16.9","21.3","1996","Swingmen",0.9,"VAN","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"214","Eric Murdock","PG","27","MIL","2.7","7.3","0.364","0.7","2.6","0.261","2","4.8","0.419","0.409","0.9","1.3","0.667","0.6","1","1.6","3.9","0.7","0","1.3","1.8","6.9","0.435","0.348","0.182","3.1","5.8","4.4","28.1","1.7","0","14.4","19.7","1996","Wing Scorers",-0.1,"MIL","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"215","Eric Murdock","PG","27","MIL","2.7","7.3","0.364","0.7","2.6","0.261","2","4.8","0.419","0.409","0.9","1.3","0.667","0.6","1","1.6","3.9","0.7","0","1.3","1.8","6.9","0.435","0.348","0.182","3.1","5.8","4.4","28.1","1.7","0","14.4","19.7","1996","Wing Scorers",-0.1,"TOT","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"216","Eric Murdock","PG","27","MIL","2.7","7.3","0.364","0.7","2.6","0.261","2","4.8","0.419","0.409","0.9","1.3","0.667","0.6","1","1.6","3.9","0.7","0","1.3","1.8","6.9","0.435","0.348","0.182","3.1","5.8","4.4","28.1","1.7","0","14.4","19.7","1996","Wing Scorers",-0.1,"VAN","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"217","Eric Murdock","PG","27","VAN","3.4","8.1","0.422","0.6","1.9","0.32","2.8","6.2","0.454","0.46","1.7","2","0.809","0.3","2.1","2.4","4.6","2","0.1","1.9","1.9","9.1","0.505","0.234","0.251","1.6","11","6.1","36","4.6","0.5","17.2","21.6","1996","Swingmen",1.1,"MIL","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"218","Eric Murdock","PG","27","VAN","3.4","8.1","0.422","0.6","1.9","0.32","2.8","6.2","0.454","0.46","1.7","2","0.809","0.3","2.1","2.4","4.6","2","0.1","1.9","1.9","9.1","0.505","0.234","0.251","1.6","11","6.1","36","4.6","0.5","17.2","21.6","1996","Swingmen",1.1,"TOT","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"219","Eric Murdock","PG","27","VAN","3.4","8.1","0.422","0.6","1.9","0.32","2.8","6.2","0.454","0.46","1.7","2","0.809","0.3","2.1","2.4","4.6","2","0.1","1.9","1.9","9.1","0.505","0.234","0.251","1.6","11","6.1","36","4.6","0.5","17.2","21.6","1996","Swingmen",1.1,"VAN","murdoer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murdoer01.jpg"
"220","Eric Piatkowski","SG","25","LAC","1.5","3.7","0.405","0.6","1.8","0.333","0.9","2","0.469","0.483","1","1.3","0.817","0.6","1","1.6","0.7","0.4","0.2","0.7","1.3","4.6","0.541","0.471","0.339","6","9.8","7.9","9.2","1.6","1","13.9","18.4","1996","Wing Scorers",0,"LAC","piatker01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/piatker01.jpg"
"221","Eric Riley","C","25","MIN","1.4","3","0.473","0","0","0","1.4","2.9","0.479","0.473","0.9","1.1","0.786","1.3","1.8","3","0.2","0.3","0.6","0.7","1.7","3.7","0.533","0.014","0.378","12.4","17","14.7","2.5","1.3","3.9","16.5","14.8","1996","Bruiser Big Men",-0.1,"MIN","rileyer01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rileyer01.jpg"
"222","Eric Williams","SF","23","BOS","3.8","8.5","0.441","0","0.2","0.3","3.7","8.4","0.444","0.444","3.1","4.7","0.671","1.4","2","3.4","1.1","0.9","0.2","1.4","2.3","10.7","0.506","0.018","0.546","6.8","9.8","8.3","7.6","1.9","0.5","11.5","22.4","1996","Bruiser Big Men",-0.6,"BOS","willier01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willier01.jpg"
"223","Ervin Johnson","C","28","SEA","2.2","4.3","0.511","0","0","0.333","2.2","4.3","0.513","0.513","1","1.6","0.669","1.6","3.8","5.3","0.6","0.5","1.6","1.2","3","5.5","0.547","0.009","0.361","10.5","22.6","16.8","4.8","1.3","6.7","19.4","14.9","1996","Bruiser Big Men",0.8,"SEA","johnser02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnser02.jpg"
"224","Felton Spencer","C","28","UTA","2.1","4","0.52","0","0","0","2.1","4","0.52","0.52","1.5","2.1","0.689","1.4","2.9","4.3","0.2","0.3","0.8","1.1","3.4","5.6","0.57","0","0.537","9.9","19.4","14.8","1.3","0.8","3.6","18.1","15.3","1996","Bruiser Big Men",-0.3,"UTA","spencfe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/spencfe01.jpg"
"225","Frank Brickowski","C","36","SEA","2","4","0.488","0.5","1.3","0.405","1.4","2.7","0.526","0.552","1","1.4","0.709","0.4","2","2.4","0.9","0.4","0.1","1.2","2.9","5.4","0.585","0.313","0.341","3.3","14.3","9","9.1","1.3","0.6","21.2","16.7","1996","Swingmen",-0.2,"SEA","brickfr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brickfr01.jpg"
"226","Gary Grant","PG","30","NYK","1.9","3.9","0.486","0.2","0.5","0.333","1.7","3.3","0.51","0.508","1","1.2","0.828","0.3","0.9","1.1","1.5","0.8","0.1","1","1.9","4.9","0.562","0.133","0.32","2.5","7.7","5.2","19","3.5","0.4","17.9","19.7","1996","Wing Scorers",0.1,"NYK","grantga01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantga01.jpg"
"227","Gary Trent","PF","21","POR","3.2","6.2","0.513","0","0.1","0","3.2","6.1","0.524","0.513","1.1","2","0.553","1.2","2.2","3.4","0.7","0.4","0.2","1.3","1.7","7.5","0.527","0.021","0.329","7.9","14.3","11.1","7","1.1","0.7","15.8","21","1996","Bruiser Big Men",-0.5,"POR","trentga01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/trentga01.jpg"
"228","George Lynch","SF","25","LAL","1.5","3.6","0.43","0.1","0.2","0.308","1.5","3.4","0.436","0.438","0.7","1.1","0.663","1.1","1.7","2.8","0.7","0.6","0.1","0.5","1.4","3.8","0.474","0.048","0.294","9.6","14.3","12","7.2","2.4","0.7","11.5","15.4","1996","Wing Scorers",0,"LAL","lynchge01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lynchge01.jpg"
"229","George McCloud","SF","28","DAL","6.7","16.2","0.414","3.3","8.6","0.379","3.5","7.6","0.453","0.514","2.3","2.8","0.804","1.5","3.3","4.8","2.7","1.4","0.5","2.1","2.7","18.9","0.543","0.529","0.175","3.9","10.6","7","12.5","2","0.9","10.7","22.6","1996","Ball Handlers",2.3,"DAL","mccloge01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mccloge01.jpg"
"230","George Zidek","C","22","CHH","1.5","3.5","0.423","0","0","0","1.5","3.5","0.423","0.423","1","1.3","0.763","1","1.6","2.6","0.2","0.1","0.1","0.5","2.4","4","0.486","0","0.375","9.2","15.9","12.5","2.7","0.5","0.6","11.6","16.7","1996","Bruiser Big Men",-1.2,"CHH","zidekge01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/zidekge01.jpg"
"231","Gerald Wilkins","SG","32","VAN","2.8","7.3","0.376","0.5","2.3","0.219","2.3","5","0.447","0.41","0.7","0.8","0.87","0.8","1.5","2.3","2.4","0.8","0.1","1.3","2","6.7","0.437","0.312","0.112","3.4","7.1","5.2","15.5","1.6","0.2","14.7","15.6","1996","Wing Scorers",-0.5,"VAN","wilkige01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wilkige01.jpg"
"232","Gheorghe Muresan","C","24","WSB","6.1","10.5","0.584","0","0","0","6.1","10.5","0.585","0.584","2.3","3.7","0.619","3.3","6.3","9.6","0.7","0.7","2.3","1.9","3.9","14.5","0.6","0.001","0.348","13.3","24.7","19.1","4.2","1.2","5.5","13.4","21.2","1996","Bruiser Scorers",2,"WSB","muresgh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/muresgh01.jpg"
"233","Glen Rice","SF","28","CHH","7.7","16.4","0.471","2.2","5.1","0.424","5.6","11.3","0.492","0.537","4","4.8","0.837","1.1","3.7","4.8","2.9","1.2","0.2","2.1","2.7","21.6","0.584","0.311","0.294","3.3","11.5","7.3","12.6","1.5","0.5","10","23.4","1996","Ball Handlers",3,"CHH","ricegl01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ricegl01.jpg"
"234","Glenn Robinson","SF","23","MIL","7.6","16.9","0.454","1.1","3.2","0.342","6.5","13.6","0.48","0.486","3.9","4.7","0.812","1.7","4.5","6.1","3.6","1.2","0.5","3.4","2.9","20.2","0.534","0.19","0.281","5","14.1","9.5","15.7","1.6","1","15.4","25.8","1996","Ball Handlers",1.8,"MIL","robingl01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/robingl01.jpg"
"235","Grant Long","PF","29","ATL","4.8","10.2","0.471","0.4","1","0.36","4.4","9.2","0.484","0.49","3.1","4.1","0.763","3","6.6","9.6","2.2","1.3","0.4","1.9","2.8","13.1","0.546","0.103","0.402","9.4","22.1","15.5","9.7","1.9","0.9","13.7","17.1","1996","Bruiser Scorers",2.7,"ATL","longgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/longgr01.jpg"
"236","Greg Anthony","PG","28","VAN","4.7","11.3","0.415","1.3","3.9","0.332","3.4","7.4","0.459","0.472","3.3","4.3","0.771","0.4","2.1","2.5","6.9","1.7","0.2","2.3","2","14","0.53","0.347","0.38","1.6","8.4","4.9","41.9","2.9","0.4","14.9","23.3","1996","Ball Handlers",1.7,"VAN","anthogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/anthogr01.jpg"
"237","Greg Graham","SG","25","PHI","2.1","4","0.531","0.9","1.8","0.5","1.3","2.3","0.556","0.641","1.9","2.1","0.882","0.6","1.3","1.9","1.4","0.6","0","2.1","2","7","0.709","0.438","0.531","4.4","9.3","6.8","14.9","2","0","30.1","19.7","1996","Swingmen",0,"PHI","grahagr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grahagr01.jpg"
"238","Greg Graham","SG","25","PHI","2.1","4","0.531","0.9","1.8","0.5","1.3","2.3","0.556","0.641","1.9","2.1","0.882","0.6","1.3","1.9","1.4","0.6","0","2.1","2","7","0.709","0.438","0.531","4.4","9.3","6.8","14.9","2","0","30.1","19.7","1996","Swingmen",0,"TOT","grahagr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grahagr01.jpg"
"239","Greg Graham","SG","25","PHI","2.1","4","0.531","0.9","1.8","0.5","1.3","2.3","0.556","0.641","1.9","2.1","0.882","0.6","1.3","1.9","1.4","0.6","0","2.1","2","7","0.709","0.438","0.531","4.4","9.3","6.8","14.9","2","0","30.1","19.7","1996","Swingmen",0,"NJN","grahagr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grahagr01.jpg"
"240","Greg Grant","PG","29","WSB","1.1","2.8","0.393","0.2","1","0.2","0.9","1.8","0.5","0.429","0","0","0.741687973997833","0.1","0.5","0.6","2.3","0.8","0","1","0.8","2.4","0.429","0.357","0","0.9","4.2","2.6","22.9","3","0","26.3","12.3","1996","Wing Scorers",-0.1,"TOT","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"241","Greg Grant","PG","29","WSB","1.1","2.8","0.393","0.2","1","0.2","0.9","1.8","0.5","0.429","0","0","0.741687973997833","0.1","0.5","0.6","2.3","0.8","0","1","0.8","2.4","0.429","0.357","0","0.9","4.2","2.6","22.9","3","0","26.3","12.3","1996","Wing Scorers",-0.1,"WSB","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"242","Greg Grant","PG","29","WSB","1.1","2.8","0.393","0.2","1","0.2","0.9","1.8","0.5","0.429","0","0","0.741687973997833","0.1","0.5","0.6","2.3","0.8","0","1","0.8","2.4","0.429","0.357","0","0.9","4.2","2.6","22.9","3","0","26.3","12.3","1996","Wing Scorers",-0.1,"DEN","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"243","Greg Grant","PG","29","WSB","1.1","2.8","0.393","0.2","1","0.2","0.9","1.8","0.5","0.429","0","0","0.741687973997833","0.1","0.5","0.6","2.3","0.8","0","1","0.8","2.4","0.429","0.357","0","0.9","4.2","2.6","22.9","3","0","26.3","12.3","1996","Wing Scorers",-0.1,"PHI","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"244","Greg Grant","PG","29","PHI","1.6","4.4","0.375","0.4","1.6","0.222","1.3","2.7","0.467","0.417","0.5","0.5","0.833","0.3","1.6","1.9","5.5","1.1","0.2","1.4","2.5","4.1","0.444","0.375","0.125","1.2","7.6","4.3","33.3","2.2","0.5","22.9","10.5","1996","Wing Scorers",-0.3,"TOT","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"245","Greg Grant","PG","29","PHI","1.6","4.4","0.375","0.4","1.6","0.222","1.3","2.7","0.467","0.417","0.5","0.5","0.833","0.3","1.6","1.9","5.5","1.1","0.2","1.4","2.5","4.1","0.444","0.375","0.125","1.2","7.6","4.3","33.3","2.2","0.5","22.9","10.5","1996","Wing Scorers",-0.3,"WSB","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"246","Greg Grant","PG","29","PHI","1.6","4.4","0.375","0.4","1.6","0.222","1.3","2.7","0.467","0.417","0.5","0.5","0.833","0.3","1.6","1.9","5.5","1.1","0.2","1.4","2.5","4.1","0.444","0.375","0.125","1.2","7.6","4.3","33.3","2.2","0.5","22.9","10.5","1996","Wing Scorers",-0.3,"DEN","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"247","Greg Grant","PG","29","PHI","1.6","4.4","0.375","0.4","1.6","0.222","1.3","2.7","0.467","0.417","0.5","0.5","0.833","0.3","1.6","1.9","5.5","1.1","0.2","1.4","2.5","4.1","0.444","0.375","0.125","1.2","7.6","4.3","33.3","2.2","0.5","22.9","10.5","1996","Wing Scorers",-0.3,"PHI","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"248","Greg Grant","PG","29","TOT","1.1","3.2","0.354","0.3","1.1","0.235","0.9","2.1","0.415","0.394","0.2","0.2","0.833","0.2","0.9","1.1","3.1","0.7","0.1","1","1.4","2.7","0.408","0.343","0.061","1.5","6","3.7","27.4","2.2","0.3","22.8","11.2","1996","Wing Scorers",-0.6,"TOT","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"249","Greg Grant","PG","29","TOT","1.1","3.2","0.354","0.3","1.1","0.235","0.9","2.1","0.415","0.394","0.2","0.2","0.833","0.2","0.9","1.1","3.1","0.7","0.1","1","1.4","2.7","0.408","0.343","0.061","1.5","6","3.7","27.4","2.2","0.3","22.8","11.2","1996","Wing Scorers",-0.6,"WSB","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"250","Greg Grant","PG","29","TOT","1.1","3.2","0.354","0.3","1.1","0.235","0.9","2.1","0.415","0.394","0.2","0.2","0.833","0.2","0.9","1.1","3.1","0.7","0.1","1","1.4","2.7","0.408","0.343","0.061","1.5","6","3.7","27.4","2.2","0.3","22.8","11.2","1996","Wing Scorers",-0.6,"DEN","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"251","Greg Grant","PG","29","TOT","1.1","3.2","0.354","0.3","1.1","0.235","0.9","2.1","0.415","0.394","0.2","0.2","0.833","0.2","0.9","1.1","3.1","0.7","0.1","1","1.4","2.7","0.408","0.343","0.061","1.5","6","3.7","27.4","2.2","0.3","22.8","11.2","1996","Wing Scorers",-0.6,"PHI","grantgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantgr01.jpg"
"252","Greg Minor","SG","24","BOS","4.1","8.2","0.5","0.1","0.3","0.259","4","7.9","0.511","0.505","1.3","1.7","0.762","1.2","2.1","3.3","1.9","0.5","0.1","1","2.1","9.6","0.535","0.042","0.203","5.8","10.7","8.2","13.5","1","0.4","10.1","18.9","1996","Swingmen",0.1,"BOS","minorgr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/minorgr01.jpg"
"253","Greg Sutton","PG","28","TOT","1.8","4.5","0.392","1","2.4","0.402","0.8","2.1","0.38","0.5","0.7","1","0.761","0.2","0.9","1","2.1","0.5","0","1.3","1.9","5.3","0.531","0.539","0.212","1.4","7.7","4.5","25.7","2","0.2","20.7","20.5","1996","Wing Scorers",-0.5,"CHH","suttogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/suttogr01.jpg"
"254","Greg Sutton","PG","28","TOT","1.8","4.5","0.392","1","2.4","0.402","0.8","2.1","0.38","0.5","0.7","1","0.761","0.2","0.9","1","2.1","0.5","0","1.3","1.9","5.3","0.531","0.539","0.212","1.4","7.7","4.5","25.7","2","0.2","20.7","20.5","1996","Wing Scorers",-0.5,"TOT","suttogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/suttogr01.jpg"
"255","Greg Sutton","PG","28","TOT","1.8","4.5","0.392","1","2.4","0.402","0.8","2.1","0.38","0.5","0.7","1","0.761","0.2","0.9","1","2.1","0.5","0","1.3","1.9","5.3","0.531","0.539","0.212","1.4","7.7","4.5","25.7","2","0.2","20.7","20.5","1996","Wing Scorers",-0.5,"PHI","suttogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/suttogr01.jpg"
"256","Greg Sutton","PG","28","PHI","2.2","5.6","0.389","1.3","3.2","0.417","0.8","2.4","0.352","0.509","0.7","0.9","0.741","0.1","1","1.2","2.1","0.6","0.1","1.5","1.9","6.3","0.531","0.575","0.162","1","7.9","4.3","23.8","1.9","0.3","20.1","21.5","1996","Wing Scorers",-0.3,"CHH","suttogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/suttogr01.jpg"
"257","Greg Sutton","PG","28","PHI","2.2","5.6","0.389","1.3","3.2","0.417","0.8","2.4","0.352","0.509","0.7","0.9","0.741","0.1","1","1.2","2.1","0.6","0.1","1.5","1.9","6.3","0.531","0.575","0.162","1","7.9","4.3","23.8","1.9","0.3","20.1","21.5","1996","Wing Scorers",-0.3,"TOT","suttogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/suttogr01.jpg"
"258","Greg Sutton","PG","28","PHI","2.2","5.6","0.389","1.3","3.2","0.417","0.8","2.4","0.352","0.509","0.7","0.9","0.741","0.1","1","1.2","2.1","0.6","0.1","1.5","1.9","6.3","0.531","0.575","0.162","1","7.9","4.3","23.8","1.9","0.3","20.1","21.5","1996","Wing Scorers",-0.3,"PHI","suttogr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/suttogr01.jpg"
"259","Harvey Grant","PF","30","POR","4.1","8.9","0.462","0.3","0.9","0.313","3.9","8.1","0.479","0.478","0.8","1.4","0.545","1.5","3.2","4.8","1.5","0.8","0.6","1.1","2.3","9.3","0.487","0.099","0.162","5.6","11.6","8.6","7.3","1.3","1.3","10.1","14.8","1996","Bruiser Big Men",1,"POR","grantha01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/grantha01.jpg"
"260","Haywoode Workman","PG","30","IND","1.3","3.4","0.39","0.3","0.9","0.324","1","2.4","0.415","0.434","0.7","0.9","0.74","0.4","1.3","1.6","2.8","0.8","0.1","1.2","2","3.6","0.479","0.274","0.282","3","10.1","6.7","27.4","3","0.3","24.2","15.2","1996","Wing Scorers",0.3,"IND","workmha01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/workmha01.jpg"
"261","Herb Williams","PF-C","37","TOT","1.4","3.5","0.408","0","0.1","0.25","1.4","3.4","0.412","0.411","0.3","0.5","0.65","0.3","1.7","2","0.6","0.3","0.8","0.5","1.8","3.1","0.429","0.026","0.132","3.2","15.2","9.3","7.3","1.3","4.4","12","14.9","1996","Wing Scorers",-0.3,"TOT","willihe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willihe01.jpg"
"262","Herb Williams","PF-C","37","TOT","1.4","3.5","0.408","0","0.1","0.25","1.4","3.4","0.412","0.411","0.3","0.5","0.65","0.3","1.7","2","0.6","0.3","0.8","0.5","1.8","3.1","0.429","0.026","0.132","3.2","15.2","9.3","7.3","1.3","4.4","12","14.9","1996","Wing Scorers",-0.3,"TOR","willihe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willihe01.jpg"
"263","Herb Williams","PF-C","37","TOT","1.4","3.5","0.408","0","0.1","0.25","1.4","3.4","0.412","0.411","0.3","0.5","0.65","0.3","1.7","2","0.6","0.3","0.8","0.5","1.8","3.1","0.429","0.026","0.132","3.2","15.2","9.3","7.3","1.3","4.4","12","14.9","1996","Wing Scorers",-0.3,"NYK","willihe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willihe01.jpg"
"264","Herb Williams","C","37","TOR","3","8","0.375","0","0","0","3","8","0.375","0.375","0","0","0.741687973997833","1","7","8","0","1","2","0","4","6","0.375","0","0","3.8","27","15.4","0","1.7","4.9","0","11.4","1996","Bruiser Big Men",-0.1,"TOT","willihe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willihe01.jpg"
