"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","first2$VORP","Tm.y","Index","Image"
"341","Rolando Blackman","SG","22","DAL","5.4","10.4","0.513","0","0","0.25","5.3","10.4","0.515","0.514","2.6","3.4","0.768","1.2","1.9","3.1","1.3","0.6","0.4","1.4","1.5","13.3","0.559","0.005","0.323","5.4","9.4","7.3","8.3","1.1","0.9","10.4","22.7","1982","Ball Handlers",0.2,"DAL","blackro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/blackro01.jpg"
"342","Ron Brewer","SG","26","CLE","8.2","17.7","0.465","0.1","0.4","0.238","8.1","17.3","0.47","0.468","2.9","3.7","0.779","0.9","1.5","2.4","2.6","1.3","0.5","1.9","2.4","19.4","0.502","0.025","0.206","2.6","4.8","3.6","11.1","1.7","0.8","9.1","23.9","1982","Ball Handlers",0,"SAS","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"343","Ron Brewer","SG","26","CLE","8.2","17.7","0.465","0.1","0.4","0.238","8.1","17.3","0.47","0.468","2.9","3.7","0.779","0.9","1.5","2.4","2.6","1.3","0.5","1.9","2.4","19.4","0.502","0.025","0.206","2.6","4.8","3.6","11.1","1.7","0.8","9.1","23.9","1982","Ball Handlers",0,"CLE","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"344","Ron Brewer","SG","26","CLE","8.2","17.7","0.465","0.1","0.4","0.238","8.1","17.3","0.47","0.468","2.9","3.7","0.779","0.9","1.5","2.4","2.6","1.3","0.5","1.9","2.4","19.4","0.502","0.025","0.206","2.6","4.8","3.6","11.1","1.7","0.8","9.1","23.9","1982","Ball Handlers",0,"TOT","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"345","Ron Brewer","SG","26","SAS","7.3","14.4","0.504","0.1","0.4","0.3","7.2","14","0.51","0.508","3.1","3.5","0.875","0.5","1.5","2","2.7","0.9","0.3","1.4","1.5","17.8","0.555","0.028","0.244","2.3","6.7","4.5","17.9","1.8","0.6","7.8","29","1982","Ball Handlers",0.4,"SAS","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"346","Ron Brewer","SG","26","SAS","7.3","14.4","0.504","0.1","0.4","0.3","7.2","14","0.51","0.508","3.1","3.5","0.875","0.5","1.5","2","2.7","0.9","0.3","1.4","1.5","17.8","0.555","0.028","0.244","2.3","6.7","4.5","17.9","1.8","0.6","7.8","29","1982","Ball Handlers",0.4,"CLE","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"347","Ron Brewer","SG","26","SAS","7.3","14.4","0.504","0.1","0.4","0.3","7.2","14","0.51","0.508","3.1","3.5","0.875","0.5","1.5","2","2.7","0.9","0.3","1.4","1.5","17.8","0.555","0.028","0.244","2.3","6.7","4.5","17.9","1.8","0.6","7.8","29","1982","Ball Handlers",0.4,"TOT","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"348","Ron Brewer","SG","26","TOT","7.9","16.6","0.477","0.1","0.4","0.258","7.8","16.2","0.482","0.48","2.9","3.6","0.812","0.8","1.5","2.2","2.6","1.1","0.4","1.7","2.1","18.8","0.519","0.026","0.218","2.5","5.3","3.9","12.8","1.7","0.7","8.7","25.2","1982","Ball Handlers",0.4,"SAS","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"349","Ron Brewer","SG","26","TOT","7.9","16.6","0.477","0.1","0.4","0.258","7.8","16.2","0.482","0.48","2.9","3.6","0.812","0.8","1.5","2.2","2.6","1.1","0.4","1.7","2.1","18.8","0.519","0.026","0.218","2.5","5.3","3.9","12.8","1.7","0.7","8.7","25.2","1982","Ball Handlers",0.4,"CLE","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"350","Ron Brewer","SG","26","TOT","7.9","16.6","0.477","0.1","0.4","0.258","7.8","16.2","0.482","0.48","2.9","3.6","0.812","0.8","1.5","2.2","2.6","1.1","0.4","1.7","2.1","18.8","0.519","0.026","0.218","2.5","5.3","3.9","12.8","1.7","0.7","8.7","25.2","1982","Ball Handlers",0.4,"TOT","brewero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brewero01.jpg"
"351","Ron Lee","PG","29","DET","1.1","3","0.358","0.2","0.7","0.305","0.9","2.3","0.374","0.394","1","1.5","0.706","0.4","1.5","1.9","3.9","1.4","0.2","1.5","2.7","3.4","0.466","0.24","0.484","2.5","9.3","5.8","25.4","3.6","0.8","29.2","11.2","1982","Wing Scorers",0.3,"DET","leero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/leero01.jpg"
"352","Ronnie Lester","PG","23","CHI","4.4","8.8","0.501","0.1","0.1","0.5","4.3","8.7","0.501","0.504","2.8","3.4","0.813","1","1.8","2.8","4.8","1.1","0.2","2.5","2.1","11.6","0.565","0.012","0.39","4","6.7","5.4","22.9","1.7","0.3","19.4","17.8","1982","Ball Handlers",0.7,"CHI","lestero01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lestero01.jpg"
"353","Rory Sparrow","PG","23","ATL","4.5","8.9","0.501","0","0.2","0.067","4.5","8.7","0.51","0.502","1.5","1.8","0.838","0.6","2.1","2.7","5.2","1.1","0.2","1.8","2.9","10.5","0.539","0.021","0.203","2.3","7.4","4.9","24.4","1.7","0.3","15.4","15.6","1982","Ball Handlers",1.5,"ATL","sparrro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sparrro01.jpg"
"354","Rudy Macklin","SF","23","ATL","2.7","6.1","0.434","0","0","0","2.7","6.1","0.437","0.434","1.7","2.2","0.775","1.4","1.9","3.3","0.6","0.5","0.3","1.4","2.8","7","0.495","0.006","0.357","8.4","11.2","9.8","4.6","1.3","0.8","16.7","19.2","1982","Wing Scorers",-0.6,"ATL","macklru01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macklru01.jpg"
"355","Sam Lacey","C","33","NJN","1.2","2.8","0.43","0","0","0","1.2","2.7","0.432","0.43","0.5","0.6","0.771","0.4","1.5","1.9","1.4","0.4","0.7","1","2.5","2.9","0.471","0.007","0.235","3.4","14.6","9","14.3","1.4","3.3","24.7","13.4","1982","Wing Scorers",-0.1,"TOT","laceysa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laceysa01.jpg"
"356","Sam Lacey","C","33","NJN","1.2","2.8","0.43","0","0","0","1.2","2.7","0.432","0.43","0.5","0.6","0.771","0.4","1.5","1.9","1.4","0.4","0.7","1","2.5","2.9","0.471","0.007","0.235","3.4","14.6","9","14.3","1.4","3.3","24.7","13.4","1982","Wing Scorers",-0.1,"KCK","laceysa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laceysa01.jpg"
"357","Sam Lacey","C","33","NJN","1.2","2.8","0.43","0","0","0","1.2","2.7","0.432","0.43","0.5","0.6","0.771","0.4","1.5","1.9","1.4","0.4","0.7","1","2.5","2.9","0.471","0.007","0.235","3.4","14.6","9","14.3","1.4","3.3","24.7","13.4","1982","Wing Scorers",-0.1,"NJN","laceysa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laceysa01.jpg"
"358","Sam Lacey","C","33","TOT","1.2","2.8","0.435","0","0","0","1.2","2.7","0.438","0.435","0.5","0.7","0.73","0.4","1.6","1.9","1.4","0.4","0.7","1","2.5","2.9","0.473","0.006","0.24","3.3","14.8","9","14.6","1.5","3.3","24.7","13.5","1982","Wing Scorers",-0.1,"TOT","laceysa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laceysa01.jpg"
"359","Sam Lacey","C","33","TOT","1.2","2.8","0.435","0","0","0","1.2","2.7","0.438","0.435","0.5","0.7","0.73","0.4","1.6","1.9","1.4","0.4","0.7","1","2.5","2.9","0.473","0.006","0.24","3.3","14.8","9","14.6","1.5","3.3","24.7","13.5","1982","Wing Scorers",-0.1,"KCK","laceysa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laceysa01.jpg"
"360","Sam Lacey","C","33","TOT","1.2","2.8","0.435","0","0","0","1.2","2.7","0.438","0.435","0.5","0.7","0.73","0.4","1.6","1.9","1.4","0.4","0.7","1","2.5","2.9","0.473","0.006","0.24","3.3","14.8","9","14.6","1.5","3.3","24.7","13.5","1982","Wing Scorers",-0.1,"NJN","laceysa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/laceysa01.jpg"
"361","Sam Pellom","PF","30","ATL","1.7","3.6","0.454","0","0","0","1.7","3.6","0.456","0.454","0.9","1.1","0.772","1.3","2","3.3","0.4","0.4","0.7","0.8","2.4","4.2","0.506","0.004","0.315","9.8","15.2","12.5","3.9","1.4","2.8","16.6","14.3","1982","Bruiser Big Men",0.2,"ATL","pellosa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pellosa01.jpg"
"362","Sam Williams","PF","22","GSW","2.6","4.7","0.556","0","0","0","2.6","4.7","0.556","0.556","0.8","1.5","0.551","1.5","3.7","5.2","0.6","0.8","1.3","1.1","2.6","6.1","0.565","0","0.321","9.1","22.4","15.7","4.6","2","4","16.8","14.3","1982","Bruiser Big Men",0.8,"GSW","willisa02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willisa02.jpg"
"363","Scott Lloyd","PF","29","DAL","1.5","3.9","0.379","0","0.1","0.5","1.4","3.8","0.377","0.382","0.9","1.2","0.758","0.8","1.4","2.2","0.9","0.2","0.1","0.8","2.4","3.9","0.441","0.014","0.319","6.3","11.6","8.9","8.5","0.7","0.4","15.4","15.1","1982","Wing Scorers",-0.9,"DAL","lloydsc01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lloydsc01.jpg"
"364","Scott May","SF","27","MIL","3.3","6.4","0.508","0","0.1","0","3.3","6.4","0.513","0.508","2.4","3","0.824","1.3","2","3.4","2","0.8","0.1","1.4","2.3","9","0.581","0.01","0.463","8.5","12.4","10.5","15.6","2","0.3","15.5","20.6","1982","Bruiser Big Men",1,"MIL","maysc01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/maysc01.jpg"
"365","Scott Wedman","SF","29","CLE","4.8","10.9","0.441","0.1","0.4","0.217","4.7","10.5","0.451","0.446","1.2","1.7","0.733","2.4","3.3","5.6","2.5","1.4","0.3","1.4","3.5","10.9","0.47","0.039","0.153","8.3","12.9","10.5","11.6","2.2","0.5","10.4","17.7","1982","Ball Handlers",1,"CLE","wedmasc01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wedmasc01.jpg"
"366","Sly Williams","SF","24","NYK","5.8","10.5","0.556","0","0.2","0.222","5.8","10.3","0.561","0.557","2.2","2.9","0.757","1.7","2.1","3.8","2.4","1.3","0.3","1.9","2.6","13.9","0.59","0.014","0.275","7.4","9.7","8.5","14.2","2.4","0.6","13.9","22.2","1982","Ball Handlers",1.6,"NYK","willisl01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willisl01.jpg"
"367","Sonny Parker","SF","26","GSW","1.6","3.5","0.473","0","0","0","1.6","3.5","0.473","0.473","0.7","1","0.667","1","1.5","2.5","1.3","0.5","0.2","0.7","1.4","3.9","0.506","0","0.294","8.7","12.8","10.7","12.5","2.1","0.7","15.6","14.7","1982","Wing Scorers",0.5,"GSW","parkeso01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/parkeso01.jpg"
"368","Steve Hawes","PF","31","ATL","3.6","7.6","0.481","0.1","0.2","0.4","3.6","7.3","0.483","0.486","2","2.6","0.762","1.8","4.7","6.5","2.9","0.7","0.7","1.8","3.2","9.3","0.536","0.027","0.341","7.6","19.9","13.8","16","1.4","1.6","17","16.9","1982","Bruiser Big Men",1.4,"ATL","hawesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hawesst01.jpg"
"369","Steve Hayes","C","26","DET","1.8","3.6","0.495","0","0","0","1.8","3.6","0.495","0.495","1","1.6","0.61","1.2","2.6","3.8","0.9","0.1","0.7","0.7","2.1","4.5","0.527","0","0.441","8.3","18.7","13.3","7.4","0.3","2.4","13.3","12.1","1982","Bruiser Big Men",0,"TOT","hayesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesst01.jpg"
"370","Steve Hayes","C","26","DET","1.8","3.6","0.495","0","0","0","1.8","3.6","0.495","0.495","1","1.6","0.61","1.2","2.6","3.8","0.9","0.1","0.7","0.7","2.1","4.5","0.527","0","0.441","8.3","18.7","13.3","7.4","0.3","2.4","13.3","12.1","1982","Bruiser Big Men",0,"DET","hayesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesst01.jpg"
"371","Steve Hayes","C","26","DET","1.8","3.6","0.495","0","0","0","1.8","3.6","0.495","0.495","1","1.6","0.61","1.2","2.6","3.8","0.9","0.1","0.7","0.7","2.1","4.5","0.527","0","0.441","8.3","18.7","13.3","7.4","0.3","2.4","13.3","12.1","1982","Bruiser Big Men",0,"SAS","hayesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesst01.jpg"
"372","Steve Hayes","C","26","TOT","1.5","3.2","0.486","0","0","0","1.5","3.2","0.486","0.486","0.9","1.5","0.604","1.1","2.2","3.3","0.8","0.1","0.6","0.5","2","4","0.521","0","0.477","8.5","18","13.1","7.3","0.4","2.3","12.4","12.3","1982","Bruiser Big Men",0,"TOT","hayesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesst01.jpg"
"373","Steve Hayes","C","26","TOT","1.5","3.2","0.486","0","0","0","1.5","3.2","0.486","0.486","0.9","1.5","0.604","1.1","2.2","3.3","0.8","0.1","0.6","0.5","2","4","0.521","0","0.477","8.5","18","13.1","7.3","0.4","2.3","12.4","12.3","1982","Bruiser Big Men",0,"DET","hayesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesst01.jpg"
"374","Steve Hayes","C","26","TOT","1.5","3.2","0.486","0","0","0","1.5","3.2","0.486","0.486","0.9","1.5","0.604","1.1","2.2","3.3","0.8","0.1","0.6","0.5","2","4","0.521","0","0.477","8.5","18","13.1","7.3","0.4","2.3","12.4","12.3","1982","Bruiser Big Men",0,"SAS","hayesst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hayesst01.jpg"
"375","Steve Johnson","C","24","KCK","5.1","8.3","0.613","0","0","0","5.1","8.3","0.613","0.613","2.7","4.2","0.642","1.9","3.9","5.9","1.2","0.5","1.1","2.5","4.8","12.8","0.635","0","0.512","9.5","20.3","14.8","7.7","1.1","3","20","23.1","1982","Swingmen",1.3,"KCK","johnsst03","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsst03.jpg"
"376","Steve Mix","SF","34","PHI","2.7","5.3","0.506","0","0.1","0.25","2.7","5.3","0.509","0.508","1.8","2.3","0.791","1.2","1.8","3","1.2","0.6","0.2","0.9","1.1","7.2","0.57","0.01","0.431","8.8","11.6","10.3","10.1","1.6","0.8","12.4","18.3","1982","Bruiser Big Men",0.7,"PHI","mixst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mixst01.jpg"
"377","Swen Nater","C","32","SDC","4.8","8.3","0.577","0","0","1","4.8","8.3","0.575","0.58","2.8","3.8","0.747","2.2","7","9.1","1.4","0.3","0.4","2.3","3","12.5","0.625","0.006","0.451","9.3","31.1","19.9","7.2","0.5","0.9","18.6","18.3","1982","Swingmen",0,"SDC","natersw01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/natersw01.jpg"
"378","T.R. Dunn","SG","26","DEN","3.1","6.1","0.512","0","0","0","3.1","6.1","0.513","0.512","1.9","2.6","0.712","2.6","4.2","6.8","2.3","1.6","0.4","1.5","2.6","8.2","0.559","0.002","0.427","9.2","14.4","11.9","8.3","2.3","0.7","17","10.9","1982","Bruiser Big Men",2.7,"DEN","dunntr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/dunntr01.jpg"
"379","Terry Tyler","PF","25","DET","4.1","7.8","0.523","0","0","0.25","4.1","7.8","0.524","0.523","1.7","2.3","0.74","1.9","4.1","6","1.5","0.9","2","1.5","2.2","9.9","0.56","0.006","0.299","8.2","19.3","13.6","8.7","1.8","4.4","14.3","16.7","1982","Bruiser Big Men",2.2,"DET","tylerte01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/tylerte01.jpg"
"380","Toby Knight","SF","26","NYK","2.6","4.6","0.557","0","0","0","2.6","4.6","0.557","0.557","0.4","0.6","0.68","0.8","1.2","2.1","0.6","0.4","0.3","0.5","1.9","5.5","0.57","0","0.137","6.7","10.4","8.5","5.9","1.2","1.2","9.8","16.1","1982","Bruiser Big Men",0,"NYK","knighto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/knighto01.jpg"
"381","Tom Chambers","PF","22","SDC","6.8","13","0.525","0","0","0","6.8","13","0.526","0.525","3.5","5.7","0.62","2.6","4.3","6.9","1.8","0.7","0.6","2.7","4.2","17.2","0.553","0.002","0.434","9.1","16","12.5","7.9","1","1","14.9","22.4","1982","Swingmen",0.4,"SDC","chambto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/chambto01.jpg"
"382","Tom Henderson","SG","30","HOU","2.4","5.4","0.454","0","0","0","2.4","5.3","0.456","0.454","1.4","2","0.7","0.4","1.4","1.8","4.1","0.7","0.1","1.4","1.6","6.3","0.502","0.005","0.372","2","7","4.4","22.8","1.6","0.2","18.3","13.7","1982","Wing Scorers",-0.4,"HOU","hendeto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hendeto01.jpg"
"383","Tom LaGarde","C","26","DAL","2.4","5.7","0.42","0","0","0","2.4","5.7","0.423","0.42","1.8","3.5","0.518","1.3","3.1","4.5","1","0.4","0.4","1.7","2.9","6.6","0.456","0.007","0.617","7.7","19.1","13.2","7.3","0.9","1.1","19.3","19.2","1982","Bruiser Big Men",-0.9,"DAL","lagarto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lagarto01.jpg"
"384","Tom McMillen","C","29","ATL","4","7.8","0.509","0","0","0.333","4","7.8","0.51","0.51","1.9","2.3","0.824","1.4","3.2","4.6","1.8","0.3","0.3","1.7","2.8","9.9","0.559","0.005","0.297","6.4","14.8","10.6","11.2","0.7","0.8","16.1","18.7","1982","Bruiser Big Men",0.7,"ATL","mcmilto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mcmilto01.jpg"
"385","Tom Owens","PF","32","IND","4","8.6","0.47","0","0","0.5","4","8.6","0.47","0.471","2.4","3.1","0.801","1.9","3.1","5","1.7","0.6","0.5","1.9","3.5","10.5","0.53","0.003","0.355","9.4","16","12.6","12.2","1.2","1.3","15.7","22.7","1982","Bruiser Big Men",0.6,"IND","owensto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/owensto01.jpg"
"386","Tree Rollins","C","26","ATL","2.6","4.4","0.584","0","0","0","2.6","4.4","0.584","0.584","1","1.6","0.612","2.1","5.6","7.7","0.7","0.4","2.8","1","3.6","6.1","0.6","0","0.373","9.4","24.9","17.1","4.1","0.9","6.8","16.4","10.4","1982","Bruiser Big Men",2.6,"ATL","rollitr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rollitr01.jpg"
"387","Truck Robinson","PF","30","PHO","7.8","15.2","0.513","0","0","1","7.8","15.2","0.513","0.514","3.4","5","0.687","2.7","7","9.7","2.4","0.6","0.4","2.7","2.9","19.1","0.548","0.001","0.329","8.4","20.4","14.5","9.7","0.7","0.6","13.5","22.4","1982","Swingmen",1.3,"PHO","robintr01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/robintr01.jpg"
"388","Vinnie Johnson","SG","25","DET","3.1","6.3","0.493","0","0.2","0.273","3.1","6.1","0.499","0.496","1.5","1.9","0.754","1.1","1","2.1","2.4","0.7","0.3","1.4","1.4","7.7","0.539","0.026","0.308","6.7","6.6","6.6","18.6","1.9","1.1","16","18.7","1982","Wing Scorers",0.5,"SEA","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"389","Vinnie Johnson","SG","25","DET","3.1","6.3","0.493","0","0.2","0.273","3.1","6.1","0.499","0.496","1.5","1.9","0.754","1.1","1","2.1","2.4","0.7","0.3","1.4","1.4","7.7","0.539","0.026","0.308","6.7","6.6","6.6","18.6","1.9","1.1","16","18.7","1982","Wing Scorers",0.5,"TOT","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"390","Vinnie Johnson","SG","25","DET","3.1","6.3","0.493","0","0.2","0.273","3.1","6.1","0.499","0.496","1.5","1.9","0.754","1.1","1","2.1","2.4","0.7","0.3","1.4","1.4","7.7","0.539","0.026","0.308","6.7","6.6","6.6","18.6","1.9","1.1","16","18.7","1982","Wing Scorers",0.5,"DET","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"391","Vinnie Johnson","SG","25","SEA","1.3","3.1","0.409","0","0.1","0","1.3","3","0.429","0.409","1.3","1.7","0.75","1","1.1","2.1","1.6","0.9","0.3","0.7","1.1","3.9","0.495","0.045","0.545","7.6","8.1","7.8","13.3","2.8","1.1","15.5","12.9","1982","Wing Scorers",0.1,"SEA","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"392","Vinnie Johnson","SG","25","SEA","1.3","3.1","0.409","0","0.1","0","1.3","3","0.429","0.409","1.3","1.7","0.75","1","1.1","2.1","1.6","0.9","0.3","0.7","1.1","3.9","0.495","0.045","0.545","7.6","8.1","7.8","13.3","2.8","1.1","15.5","12.9","1982","Wing Scorers",0.1,"TOT","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"393","Vinnie Johnson","SG","25","SEA","1.3","3.1","0.409","0","0.1","0","1.3","3","0.429","0.409","1.3","1.7","0.75","1","1.1","2.1","1.6","0.9","0.3","0.7","1.1","3.9","0.495","0.045","0.545","7.6","8.1","7.8","13.3","2.8","1.1","15.5","12.9","1982","Wing Scorers",0.1,"DET","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"394","Vinnie Johnson","SG","25","TOT","2.9","6","0.489","0","0.2","0.25","2.9","5.8","0.495","0.492","1.4","1.9","0.754","1.1","1","2.1","2.3","0.8","0.3","1.3","1.4","7.4","0.537","0.027","0.32","6.8","6.7","6.7","18.1","2","1.1","15.9","18.2","1982","Wing Scorers",0.6,"SEA","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"395","Vinnie Johnson","SG","25","TOT","2.9","6","0.489","0","0.2","0.25","2.9","5.8","0.495","0.492","1.4","1.9","0.754","1.1","1","2.1","2.3","0.8","0.3","1.3","1.4","7.4","0.537","0.027","0.32","6.8","6.7","6.7","18.1","2","1.1","15.9","18.2","1982","Wing Scorers",0.6,"TOT","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"396","Vinnie Johnson","SG","25","TOT","2.9","6","0.489","0","0.2","0.25","2.9","5.8","0.495","0.492","1.4","1.9","0.754","1.1","1","2.1","2.3","0.8","0.3","1.3","1.4","7.4","0.537","0.027","0.32","6.8","6.7","6.7","18.1","2","1.1","15.9","18.2","1982","Wing Scorers",0.6,"DET","johnsvi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsvi01.jpg"
"397","Wally Walker","SF","27","SEA","4.3","9","0.48","0","0","0","4.3","9","0.482","0.48","1.3","1.9","0.672","1.5","2.8","4.4","3.1","0.5","0.4","1.6","3.1","9.9","0.504","0.003","0.213","6.2","10.5","8.4","15.2","0.9","0.8","13.9","16.9","1982","Bruiser Big Men",0.8,"SEA","walkewa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/walkewa01.jpg"
"398","Walter Davis","SF","27","PHO","6.4","12.2","0.523","0.1","0.3","0.188","6.3","11.9","0.531","0.525","1.7","2","0.82","0.4","1.5","1.9","2.9","0.8","0.1","2","1.9","14.4","0.553","0.024","0.166","2","7.5","4.8","23.3","1.9","0.1","13.5","29","1982","Ball Handlers",0.2,"PHO","daviswa03","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/daviswa03.jpg"
"399","Wayne Cooper","C","25","DAL","3.7","8.8","0.42","0","0.1","0.125","3.7","8.7","0.424","0.421","1.6","2.1","0.744","2.6","4.6","7.2","1.5","0.5","1.4","1.2","3.8","9","0.461","0.012","0.239","12.1","22.8","17.3","9","1","3.4","10.6","18.7","1982","Bruiser Big Men",0.7,"DAL","coopewa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/coopewa01.jpg"
"400","Wes Matthews","PG","22","ATL","2.8","6.3","0.44","0","0.2","0.25","2.7","6.2","0.445","0.443","1.3","1.7","0.759","0.4","0.8","1.2","3","1.1","0","1.3","2.7","6.9","0.487","0.027","0.265","2.6","5.3","3.9","25.5","3.2","0.1","15.9","20.5","1982","Wing Scorers",0.1,"ATL","matthwe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/matthwe01.jpg"
"401","World B. Free","SG","28","GSW","8.3","18.6","0.448","0.1","0.7","0.179","8.2","17.9","0.458","0.451","6.1","8.3","0.74","1.5","1.7","3.2","5.4","0.9","0.1","2.7","2.8","22.9","0.515","0.039","0.446","4.5","5.2","4.8","21.7","1.2","0.2","10.7","28","1982","Ball Handlers",1.5,"GSW","freewo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/freewo01.jpg"
